DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-11-05,9:30:00.918899644,T,301.0,40,303.59,40,IBM
2025-11-05,9:30:00.951276636,T,301.0,40,303.24,40,IBM
2025-11-05,9:30:01.118068804,T,301.0,80,303.24,40,IBM
2025-11-05,9:30:01.184912914,T,301.0,40,303.24,40,IBM
2025-11-05,9:30:01.312411422,T,301.0,40,302.36,40,IBM
2025-11-05,9:30:01.702901021,T,300.5,120,302.36,40,IBM
2025-11-05,9:30:01.849219316,T,300.5,120,302.03,40,IBM
2025-11-05,9:30:01.912349624,T,300.5,120,301.86,40,IBM
2025-11-05,9:30:01.912775640,T,300.5,120,301.86,80,IBM
2025-11-05,9:30:02.030676361,T,300.5,120,301.86,40,IBM
2025-11-05,9:30:02.156651290,T,300.5,80,301.86,40,IBM
2025-11-05,9:30:02.161888739,T,300.5,80,301.47,40,IBM
2025-11-05,9:30:02.162309741,T,300.5,80,301.47,80,IBM
2025-11-05,9:30:02.163938614,T,300.5,80,301.47,40,IBM
2025-11-05,9:30:02.179255029,T,300.5,80,301.86,40,IBM
2025-11-05,9:30:02.228818038,T,300.5,120,301.86,40,IBM
2025-11-05,9:30:02.894503069,T,300.5,120,302.43,40,IBM
2025-11-05,9:30:03.050203765,T,300.5,120,301.71,40,IBM
2025-11-05,9:30:03.261055542,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:03.308989705,T,300.5,120,301.49,80,IBM
2025-11-05,9:30:03.551045910,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:04.184218243,T,300.5,120,301.48,40,IBM
2025-11-05,9:30:04.184333454,T,300.5,120,301.46,40,IBM
2025-11-05,9:30:04.191495526,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:04.191520660,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:15.653798267,T,300.86,40,301.49,40,IBM
2025-11-05,9:30:15.718161434,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:15.948224211,T,300.86,40,301.49,40,IBM
2025-11-05,9:30:15.957922322,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:16.098662340,T,300.86,40,301.49,40,IBM
2025-11-05,9:30:16.209822051,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:16.821568596,T,300.86,40,301.49,40,IBM
2025-11-05,9:30:17.443649421,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:18.162264999,T,300.86,40,301.49,40,IBM
2025-11-05,9:30:18.199744282,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:19.686142846,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:19.686173053,T,300.5,120,301.39,40,IBM
2025-11-05,9:30:19.686323345,T,300.5,120,301.36,40,IBM
2025-11-05,9:30:19.686819440,T,300.5,120,301.1,40,IBM
2025-11-05,9:30:19.690543316,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:19.692046942,T,300.5,120,301.36,40,IBM
2025-11-05,9:30:19.693455241,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:19.695199444,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:19.706020217,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:19.936288364,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:19.936533935,T,300.5,120,301.47,40,IBM
2025-11-05,9:30:20.110468078,T,300.5,120,301.49,40,IBM
2025-11-05,9:30:20.394614487,T,300.5,120,301.49,80,IBM
2025-11-05,9:30:29.303152928,T,300.5,120,301.49,120,IBM
2025-11-05,9:30:29.345213061,T,300.5,80,301.49,120,IBM
2025-11-05,9:30:29.345238107,T,300.5,80,301.48,40,IBM
2025-11-05,9:30:29.345243148,T,300.5,80,301.33,40,IBM
2025-11-05,9:30:29.345273181,T,300.5,80,301.3,40,IBM
2025-11-05,9:30:29.345839523,T,300.5,80,301.05,40,IBM
2025-11-05,9:30:29.346400804,T,300.15,80,301.05,40,IBM
2025-11-05,9:30:29.346420952,T,300.15,80,300.51,80,IBM
