DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-12-24,9:30:01.112841787,T,KO,I,25,69.85
2025-12-24,9:30:01.112841787,T,KO,I,42,69.85
2025-12-24,9:30:01.112853583,T,KO,Q,25,69.85
2025-12-24,9:30:01.457423289,T,KO,I,1,69.87
2025-12-24,9:30:01.457441255,T,KO,I,24,69.87
2025-12-24,9:30:01.483149750,T,KO,I,15,69.86
2025-12-24,9:30:01.483149750,T,KO,I,10,69.85
2025-12-24,9:30:01.535874059,T,KO,I,25,69.84
2025-12-24,9:30:01.672459321,T,KO,F I,1,69.85
2025-12-24,9:30:01.735537639,T,KO,I,25,69.83
2025-12-24,9:30:01.764935620,T,KO,F I,20,69.835
2025-12-24,9:30:01.764938619,T,KO,F I,5,69.84
2025-12-24,9:30:01.764977709,T,KO,I,20,69.84
2025-12-24,9:30:01.850748007,T,KO,I,1,69.83
2025-12-24,9:30:01.850748007,T,KO,I,25,69.83
2025-12-24,9:30:01.850868329,T,KO,I,25,69.83
2025-12-24,9:30:02.658243240,T,KO,I,21,69.835
2025-12-24,9:30:02.658243240,T,KO,I,4,69.82
2025-12-24,9:30:03.250515714,T,KO,I,25,69.82
2025-12-24,9:30:03.261311536,T,KO,F I,1,69.83
2025-12-24,9:30:03.460662300,T,KO,I,12,69.82
2025-12-24,9:30:03.587886313,T,KO,I,4,69.8
2025-12-24,9:30:03.587886313,T,KO,I,25,69.8
2025-12-24,9:30:03.600793006,T,KO,I,50,69.79
2025-12-24,9:30:03.638217220,T,KO,F I,54,69.79
2025-12-24,9:30:04.574310528,T,KO,F I,1,69.78
2025-12-24,9:30:04.636345341,T,KO,I,25,69.78
2025-12-24,9:30:06.880647346,T,KO,,200,69.765
2025-12-24,9:30:08.322530435,T,KO,I,25,69.77
2025-12-24,9:30:08.322723130,T,KO,I,2,69.77
2025-12-24,9:30:08.322725880,T,KO,I,25,69.77
2025-12-24,9:30:08.322780105,T,KO,,175,69.77
2025-12-24,9:30:08.450298764,T,KO,,725,69.77
2025-12-24,9:30:09.903212073,T,KO,F I,33,69.82
2025-12-24,9:30:09.903212073,T,KO,F I,25,69.82
2025-12-24,9:30:09.903924803,T,KO,F I,42,69.82
2025-12-24,9:30:09.903978929,T,KO,I,25,69.81
2025-12-24,9:30:09.904258619,T,KO,F I,1,69.81
2025-12-24,9:30:09.904264652,T,KO,,100,69.8
2025-12-24,9:30:09.904264652,T,KO,I,25,69.8
2025-12-24,9:30:09.906068871,T,KO,F I,25,69.8
2025-12-24,9:30:09.940158506,T,KO,I,25,69.81
2025-12-24,9:30:09.940161347,T,KO,I,58,69.81
2025-12-24,9:30:09.940164087,T,KO,,100,69.81
2025-12-24,9:30:10.568080639,T,KO,F,100,69.83
2025-12-24,9:30:15.906671355,T,KO,I,11,69.82
2025-12-24,9:30:15.907826171,T,KO,F I,22,69.82
2025-12-24,9:30:15.915837250,T,KO,F I,25,69.81
2025-12-24,9:30:15.915960530,T,KO,F I,34,69.81
2025-12-24,9:30:15.919800645,T,KO,F I,25,69.82
2025-12-24,9:30:15.937792452,T,KO,F I,98,69.82
2025-12-24,9:30:15.937795460,T,KO,F,100,69.82
2025-12-24,9:30:15.962451262,T,KO,F I,25,69.81
2025-12-24,9:30:16.057381349,T,KO,,100,69.81
2025-12-24,9:30:16.096002307,T,KO,F I,25,69.81
2025-12-24,9:30:16.096272918,T,KO,F I,70,69.81
2025-12-24,9:30:16.096293949,T,KO,I,1,69.81
2025-12-24,9:30:16.096306344,T,KO,I,29,69.81
2025-12-24,9:30:16.109417813,T,KO,F I,25,69.81
2025-12-24,9:30:16.109420243,T,KO,F I,6,69.81
