DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-12-12,9:30:01.847725022,T,KO,,100,69.17
2025-12-12,9:30:01.847725022,T,KO,Q,100,69.17
2025-12-12,9:30:02.459108160,T,KO,F,100,69.18
2025-12-12,9:30:02.459111464,T,KO,F,300,69.18
2025-12-12,9:30:02.459111464,T,KO,F I,2,69.18
2025-12-12,9:30:02.845026584,T,KO,,100,69.165
2025-12-12,9:30:02.845026584,T,KO,,100,69.18
2025-12-12,9:30:02.845029179,T,KO,,100,69.18
2025-12-12,9:30:02.845621678,T,KO,F,100,69.17
2025-12-12,9:30:02.845624631,T,KO,F I,1,69.17
2025-12-12,9:30:02.845642657,T,KO,I,1,69.17
2025-12-12,9:30:02.845645675,T,KO,,299,69.17
2025-12-12,9:30:02.846755315,T,KO,,100,69.16
2025-12-12,9:30:02.846779394,T,KO,I,25,69.16
2025-12-12,9:30:03.038200280,T,KO,I,1,69.12
2025-12-12,9:30:03.249712087,T,KO,I,19,69.11
2025-12-12,9:30:03.249718456,T,KO,F I,6,69.11
2025-12-12,9:30:03.249718456,T,KO,F I,1,69.11
2025-12-12,9:30:03.249721122,T,KO,F I,12,69.11
2025-12-12,9:30:03.249724034,T,KO,I,19,69.11
2025-12-12,9:30:03.250154546,T,KO,F I,15,69.1
2025-12-12,9:30:03.250154546,T,KO,F I,2,69.1
2025-12-12,9:30:03.250157151,T,KO,F I,2,69.1
2025-12-12,9:30:03.250325857,T,KO,,100,69.09
2025-12-12,9:30:05.257765744,T,KO,F I,2,69.06
2025-12-12,9:30:05.257768502,T,KO,F I,1,69.06
2025-12-12,9:30:05.257771531,T,KO,F I,3,69.06
2025-12-12,9:30:05.257792709,T,KO,I,75,69.06
2025-12-12,9:30:05.257795726,T,KO,,100,69.06
2025-12-12,9:30:05.257798613,T,KO,I,22,69.06
2025-12-12,9:30:05.257885843,T,KO,I,78,69.06
2025-12-12,9:30:05.257888802,T,KO,,400,69.06
2025-12-12,9:30:05.257888802,T,KO,I,5,69.07
2025-12-12,9:30:05.262159011,T,KO,,100,69.08
2025-12-12,9:30:05.262159011,T,KO,,100,69.08
2025-12-12,9:30:05.262180270,T,KO,I,1,69.08
2025-12-12,9:30:05.263184431,T,KO,I,1,69.08
2025-12-12,9:30:05.263184431,T,KO,F I,1,69.08
2025-12-12,9:30:05.263193496,T,KO,F I,1,69.08
2025-12-12,9:30:05.263193496,T,KO,F I,1,69.08
2025-12-12,9:30:05.263229543,T,KO,I,1,69.08
2025-12-12,9:30:05.263250616,T,KO,F I,1,69.08
2025-12-12,9:30:05.263316789,T,KO,F I,1,69.08
2025-12-12,9:30:05.263367924,T,KO,F I,1,69.08
2025-12-12,9:30:05.263422056,T,KO,F I,1,69.085
2025-12-12,9:30:05.263488171,T,KO,F I,1,69.085
2025-12-12,9:30:05.263542235,T,KO,F I,1,69.085
2025-12-12,9:30:05.263596402,T,KO,F I,1,69.085
2025-12-12,9:30:05.263650537,T,KO,F I,1,69.085
2025-12-12,9:30:05.263695679,T,KO,F I,1,69.085
2025-12-12,9:30:05.263746797,T,KO,F I,1,69.09
2025-12-12,9:30:05.827487400,T,KO,,100,69.08
2025-12-12,9:30:06.360834749,T,KO,I,25,69.07
2025-12-12,9:30:06.960793581,T,KO,,100,69.07
2025-12-12,9:30:08.112329248,T,KO,F I,6,69.05
2025-12-12,9:30:10.098168869,T,KO,,300,69.045
2025-12-12,9:30:10.132465713,T,KO,I,10,69.05
2025-12-12,9:30:10.132552818,T,KO,F,100,69.06
2025-12-12,9:30:10.132559046,T,KO,F I,5,69.06
2025-12-12,9:30:10.132559046,T,KO,F,100,69.06
2025-12-12,9:30:10.132787478,T,KO,F,100,69.06
2025-12-12,9:30:10.132814388,T,KO,F,100,69.07
2025-12-12,9:30:10.134805222,T,KO,,200,69.08
2025-12-12,9:30:10.217002892,T,KO,,100,69.08
2025-12-12,9:30:10.217225477,T,KO,F,100,69.09
2025-12-12,9:30:10.217225477,T,KO,F,100,69.09
2025-12-12,9:30:10.525163052,T,KO,F,100,69.12
2025-12-12,9:30:10.525167936,T,KO,F I,10,69.12
2025-12-12,9:30:10.525167936,T,KO,F,100,69.12
2025-12-12,9:30:10.525170959,T,KO,F,100,69.12
2025-12-12,9:30:10.525182919,T,KO,,100,69.12
2025-12-12,9:30:10.525606915,T,KO,F,100,69.12
2025-12-12,9:30:10.526767731,T,KO,I,6,69.12
2025-12-12,9:30:11.651137005,T,KO,F I,19,69.14
2025-12-12,9:30:11.651139830,T,KO,F,100,69.14
2025-12-12,9:30:11.651139830,T,KO,F,100,69.14
2025-12-12,9:30:15.892161443,T,KO,F,100,69.16
2025-12-12,9:30:15.892161443,T,KO,F,100,69.16
2025-12-12,9:30:21.066501139,T,KO,I,17,69.15
2025-12-12,9:30:21.066651446,T,KO,F,100,69.14
2025-12-12,9:30:23.647984377,T,KO,F,300,69.13
2025-12-12,9:30:24.407352999,T,KO,,100,69.13
2025-12-12,9:30:24.420067311,T,KO,,100,69.13
2025-12-12,9:30:24.447288172,T,KO,,100,69.13
2025-12-12,9:30:25.868770625,T,KO,I,17,69.13
2025-12-12,9:30:25.869320870,T,KO,F,300,69.13
2025-12-12,9:30:26.147266864,T,KO,F,200,69.12
2025-12-12,9:30:26.147266864,T,KO,F I,1,69.12
2025-12-12,9:30:26.259196451,T,KO,,100,69.125
2025-12-12,9:30:26.511614651,T,KO,,200,69.125
2025-12-12,9:30:28.374244972,T,KO,F I,6,69.11
2025-12-12,9:30:28.374311034,T,KO,I,14,69.12
2025-12-12,9:30:28.374341600,T,KO,F,200,69.12
2025-12-12,9:30:28.374404304,T,KO,F,100,69.12
2025-12-12,9:30:28.374440318,T,KO,F,100,69.12
2025-12-12,9:30:28.374587675,T,KO,F,100,69.12
2025-12-12,9:30:28.374653904,T,KO,F I,97,69.12
2025-12-12,9:30:28.374765190,T,KO,F I,3,69.12
2025-12-12,9:30:28.374882457,T,KO,I,16,69.11
2025-12-12,9:30:28.386084032,T,KO,I,9,69.12
2025-12-12,9:30:29.015329726,T,KO,,100,69.12
2025-12-12,9:30:29.375783514,T,KO,F,100,69.14
2025-12-12,9:30:29.375801206,T,KO,I,1,69.14
2025-12-12,9:30:29.375870359,T,KO,F,200,69.14
2025-12-12,9:30:29.375870359,T,KO,F,150,69.14
2025-12-12,9:30:29.417528536,T,KO,I,28,69.14
2025-12-12,9:30:29.544866841,T,KO,I,7,69.14
2025-12-12,9:30:29.544872840,T,KO,I,76,69.14
2025-12-12,9:30:29.571667250,T,KO,,100,69.14
2025-12-12,9:30:29.571706231,T,KO,I,42,69.14
2025-12-12,9:30:29.571706231,T,KO,,100,69.14
2025-12-12,9:30:29.571711775,T,KO,I,14,69.15
2025-12-12,9:30:29.571711775,T,KO,I,76,69.15
2025-12-12,9:30:29.571715042,T,KO,,203,69.15
2025-12-12,9:30:29.571715042,T,KO,,100,69.15
2025-12-12,9:30:29.571715042,T,KO,,200,69.15
2025-12-12,9:30:29.597002039,T,KO,F,100,69.16
2025-12-12,9:30:30.118341689,T,KO,,100,69.165
2025-12-12,9:30:32.522712049,T,KO,,100,69.165
2025-12-12,9:30:35.286838419,T,KO,I,14,69.165
2025-12-12,9:30:35.286871504,T,KO,I,14,69.165
2025-12-12,9:30:35.292672367,T,KO,I,14,69.165
2025-12-12,9:30:35.364949401,T,KO,I,14,69.165
2025-12-12,9:30:35.364982554,T,KO,I,14,69.165
2025-12-12,9:30:35.702831217,T,KO,I,14,69.165
2025-12-12,9:30:35.702855173,T,KO,I,14,69.165
2025-12-12,9:30:35.810042556,T,KO,I,14,69.165
2025-12-12,9:30:36.065585266,T,KO,I,14,69.165
2025-12-12,9:30:36.065612184,T,KO,I,14,69.165
2025-12-12,9:30:36.617354231,T,KO,F I,14,69.165
2025-12-12,9:30:36.617387330,T,KO,I,14,69.165
2025-12-12,9:30:36.617465556,T,KO,I,14,69.165
2025-12-12,9:30:36.618836769,T,KO,,100,69.165
2025-12-12,9:30:36.618866860,T,KO,I,14,69.165
2025-12-12,9:30:36.618875921,T,KO,I,4,69.165
2025-12-12,9:30:36.618878874,T,KO,I,10,69.16
2025-12-12,9:30:36.689760740,T,KO,F I,17,69.14
2025-12-12,9:30:36.689872019,T,KO,F,100,69.15
2025-12-12,9:30:36.690350084,T,KO,F,100,69.15
2025-12-12,9:30:36.691607141,T,KO,F,100,69.16
2025-12-12,9:30:36.712621202,T,KO,,100,69.16
2025-12-12,9:30:37.645280502,T,KO,,226,69.17
2025-12-12,9:30:38.939692372,T,KO,,100,69.17
2025-12-12,9:30:39.084935278,T,KO,,100,69.17
2025-12-12,9:30:39.194272960,T,KO,,100,69.17
2025-12-12,9:30:39.194296878,T,KO,I,38,69.16
2025-12-12,9:30:39.194317792,T,KO,I,62,69.16
2025-12-12,9:30:39.194690652,T,KO,,157,69.16
2025-12-12,9:30:39.195328228,T,KO,I,32,69.14
