DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-11-10,9:30:01.966595261,T,KO,,100,70.1
2025-11-10,9:30:01.966598134,T,KO,Q,100,70.1
2025-11-10,9:30:02.110126993,T,KO,F I,1,70.09
2025-11-10,9:30:02.110722425,T,KO,,199,70.09
2025-11-10,9:30:02.110752546,T,KO,I,6,70.11
2025-11-10,9:30:02.111651628,T,KO,I,6,70.09
2025-11-10,9:30:02.123996067,T,KO,I,16,70.09
2025-11-10,9:30:02.129337113,T,KO,,184,70.09
2025-11-10,9:30:02.357872078,T,KO,I,13,70.11
2025-11-10,9:30:02.357878347,T,KO,,200,70.11
2025-11-10,9:30:02.357878347,T,KO,,100,70.11
2025-11-10,9:30:02.361676120,T,KO,F,100,70.09
2025-11-10,9:30:02.361679668,T,KO,F I,25,70.09
2025-11-10,9:30:02.361682428,T,KO,F,200,70.09
2025-11-10,9:30:02.361682428,T,KO,F I,25,70.08
2025-11-10,9:30:02.361685193,T,KO,F I,75,70.08
2025-11-10,9:30:02.570418361,T,KO,F I,10,70.085
2025-11-10,9:30:03.631390129,T,KO,,200,70.085
2025-11-10,9:30:03.797830533,T,KO,,100,70.07
2025-11-10,9:30:03.798513101,T,KO,I,25,70.05
2025-11-10,9:30:03.845988117,T,KO,,200,70.02
2025-11-10,9:30:03.845991106,T,KO,I,25,70.02
2025-11-10,9:30:03.845991106,T,KO,I,5,70.02
2025-11-10,9:30:03.845993224,T,KO,,396,70.02
2025-11-10,9:30:03.846035868,T,KO,,100,70.03
2025-11-10,9:30:03.846053422,T,KO,I,1,70.03
2025-11-10,9:30:03.846125887,T,KO,I,49,70.03
2025-11-10,9:30:03.846125887,T,KO,I,51,70.03
2025-11-10,9:30:03.846144241,T,KO,I,49,70.03
2025-11-10,9:30:03.846144241,T,KO,,200,70.03
2025-11-10,9:30:03.846260876,T,KO,F,100,70.03
2025-11-10,9:30:03.846390150,T,KO,,100,70.03
2025-11-10,9:30:03.919286796,T,KO,I,25,70.03
2025-11-10,9:30:03.919286796,T,KO,I,2,70.03
2025-11-10,9:30:04.013305777,T,KO,I,1,70.03
2025-11-10,9:30:04.310461522,T,KO,I,22,70.03
2025-11-10,9:30:04.310464569,T,KO,I,16,70.03
2025-11-10,9:30:04.635704278,T,KO,I,25,70.01
2025-11-10,9:30:04.636227549,T,KO,I,37,70.01
2025-11-10,9:30:04.636254445,T,KO,I,63,70.01
2025-11-10,9:30:04.636254445,T,KO,I,5,70.0
2025-11-10,9:30:04.636257852,T,KO,I,10,70.0
2025-11-10,9:30:04.636257852,T,KO,I,3,70.0
2025-11-10,9:30:04.636260592,T,KO,I,1,70.0
2025-11-10,9:30:04.636260592,T,KO,I,6,70.0
2025-11-10,9:30:04.636263628,T,KO,I,36,70.0
2025-11-10,9:30:04.636266535,T,KO,,100,70.0
2025-11-10,9:30:04.636305532,T,KO,I,50,70.01
2025-11-10,9:30:04.636326597,T,KO,,150,70.01
2025-11-10,9:30:04.637111464,T,KO,F,200,70.01
2025-11-10,9:30:04.637111464,T,KO,F I,50,70.01
2025-11-10,9:30:04.741583349,T,KO,I,25,70.01
2025-11-10,9:30:04.894685084,T,KO,F,200,70.02
2025-11-10,9:30:04.894685084,T,KO,F I,50,70.02
2025-11-10,9:30:04.894686964,T,KO,F,100,70.02
2025-11-10,9:30:04.904246831,T,KO,F,100,70.02
2025-11-10,9:30:04.904267992,T,KO,I,1,70.02
2025-11-10,9:30:04.904267992,T,KO,I,98,70.02
2025-11-10,9:30:04.946455280,T,KO,F I,25,70.02
2025-11-10,9:30:04.956147364,T,KO,F I,3,70.01
2025-11-10,9:30:04.956180457,T,KO,I,47,70.01
2025-11-10,9:30:04.956183406,T,KO,I,32,70.01
2025-11-10,9:30:04.960628056,T,KO,F,168,70.01
2025-11-10,9:30:04.960631032,T,KO,F I,50,70.01
2025-11-10,9:30:04.960721180,T,KO,F,168,70.01
2025-11-10,9:30:04.966660371,T,KO,F I,13,70.0
2025-11-10,9:30:04.966934028,T,KO,I,37,70.0
2025-11-10,9:30:04.968293249,T,KO,I,25,70.0
2025-11-10,9:30:04.968332403,T,KO,I,25,70.0
2025-11-10,9:30:04.968446623,T,KO,I,13,70.0
2025-11-10,9:30:04.969769828,T,KO,F I,12,69.99
2025-11-10,9:30:05.004580671,T,KO,,100,69.99
2025-11-10,9:30:05.004601760,T,KO,,102,69.99
2025-11-10,9:30:05.004697969,T,KO,F I,25,69.99
2025-11-10,9:30:05.004956733,T,KO,F,100,70.0
2025-11-10,9:30:05.079555276,T,KO,F,200,70.01
2025-11-10,9:30:05.079555276,T,KO,F,100,70.01
2025-11-10,9:30:05.080108557,T,KO,F,100,70.02
2025-11-10,9:30:05.080562626,T,KO,F,100,70.03
2025-11-10,9:30:05.080583684,T,KO,,100,70.03
2025-11-10,9:30:05.085325993,T,KO,F,100,70.03
2025-11-10,9:30:05.085350016,T,KO,I,80,70.03
2025-11-10,9:30:05.085353239,T,KO,,100,70.03
2025-11-10,9:30:05.085356795,T,KO,,100,70.03
2025-11-10,9:30:05.085356795,T,KO,,101,70.03
2025-11-10,9:30:05.085359380,T,KO,I,62,70.03
2025-11-10,9:30:05.085359380,T,KO,,100,70.03
2025-11-10,9:30:05.112231192,T,KO,F I,25,70.03
2025-11-10,9:30:05.590859983,T,KO,,100,70.02
2025-11-10,9:30:05.652425605,T,KO,,200,70.01
2025-11-10,9:30:05.652428609,T,KO,I,25,70.0
2025-11-10,9:30:05.652449731,T,KO,,200,70.0
2025-11-10,9:30:05.652732333,T,KO,I,7,70.0
2025-11-10,9:30:05.652792524,T,KO,I,43,70.0
2025-11-10,9:30:05.652792524,T,KO,I,57,70.01
2025-11-10,9:30:05.652846844,T,KO,,100,70.0
2025-11-10,9:30:05.652883245,T,KO,I,57,70.0
2025-11-10,9:30:05.652885746,T,KO,,200,70.0
2025-11-10,9:30:05.652894814,T,KO,F,200,70.0
2025-11-10,9:30:05.736575113,T,KO,,200,70.01
2025-11-10,9:30:05.736578037,T,KO,,100,70.01
2025-11-10,9:30:05.738986849,T,KO,,200,70.02
2025-11-10,9:30:05.738986849,T,KO,I,14,70.02
2025-11-10,9:30:05.739269484,T,KO,F I,84,70.02
2025-11-10,9:30:05.742733751,T,KO,I,1,70.02
2025-11-10,9:30:05.877595882,T,KO,F I,1,70.03
2025-11-10,9:30:05.877628966,T,KO,I,22,70.03
2025-11-10,9:30:06.048261540,T,KO,I,6,70.01
2025-11-10,9:30:06.048264392,T,KO,I,25,70.01
