DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-11-03,9:30:00.458849013,T,92.28,100,92.93,100,TGT
2025-11-03,9:30:00.469439253,T,92.28,100,93.18,400,TGT
2025-11-03,9:30:00.469724871,T,92.28,100,93.08,100,TGT
2025-11-03,9:30:00.469724871,T,92.28,100,92.94,100,TGT
2025-11-03,9:30:00.469729858,T,92.28,100,93.08,100,TGT
2025-11-03,9:30:00.472301080,T,92.2,100,93.08,100,TGT
2025-11-03,9:30:00.493341199,T,92.2,100,93.18,400,TGT
2025-11-03,9:30:01.407373843,T,92.2,100,93.13,100,TGT
2025-11-03,9:30:01.408421368,T,92.2,100,93.18,400,TGT
2025-11-03,9:30:01.409138156,T,92.2,100,93.12,100,TGT
2025-11-03,9:30:01.500280264,T,92.2,100,92.7,100,TGT
2025-11-03,9:30:01.500706244,T,92.2,100,92.7,200,TGT
2025-11-03,9:30:01.510830369,T,92.2,100,92.7,100,TGT
2025-11-03,9:30:01.608628410,T,92.2,100,92.59,100,TGT
2025-11-03,9:30:01.609054425,T,92.2,100,92.59,200,TGT
2025-11-03,9:30:01.617674890,T,92.2,100,92.5,100,TGT
2025-11-03,9:30:01.622100442,T,92.2,100,92.5,200,TGT
2025-11-03,9:30:01.622170612,T,92.2,100,92.5,100,TGT
2025-11-03,9:30:05.254915409,T,92.2,100,92.78,200,TGT
2025-11-03,9:30:05.254930456,T,92.38,100,92.78,200,TGT
2025-11-03,9:30:05.254940462,T,92.4,100,92.78,200,TGT
2025-11-03,9:30:05.254970535,T,92.38,100,92.78,200,TGT
2025-11-03,9:30:05.256038025,T,92.38,100,92.7,100,TGT
2025-11-03,9:30:05.256068094,T,92.38,100,92.7,200,TGT
2025-11-03,9:30:05.256268766,T,92.46,300,92.7,200,TGT
2025-11-03,9:30:05.256293719,T,92.38,100,92.7,200,TGT
2025-11-03,9:30:05.256293719,T,92.46,100,92.7,200,TGT
2025-11-03,9:30:05.256353816,T,92.46,200,92.7,200,TGT
2025-11-03,9:30:05.256363815,T,92.46,100,92.7,200,TGT
2025-11-03,9:30:05.256424086,T,92.46,200,92.7,200,TGT
2025-11-03,9:30:05.256449051,T,92.46,100,92.7,200,TGT
2025-11-03,9:30:05.256469122,T,92.46,200,92.7,200,TGT
2025-11-03,9:30:05.256489139,T,92.46,100,92.7,200,TGT
2025-11-03,9:30:05.364256017,T,92.46,100,92.7,300,TGT
2025-11-03,9:30:05.506359452,T,92.46,100,92.7,400,TGT
2025-11-03,9:30:05.506379759,T,92.46,100,92.7,300,TGT
