DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-11-24,9:30:01.087967747,T,87.35,200,88.0,100,TGT
2025-11-24,9:30:01.088233431,T,87.35,200,87.75,100,TGT
2025-11-24,9:30:01.088263445,T,87.35,200,88.0,100,TGT
2025-11-24,9:30:01.195784591,T,87.35,200,88.3,100,TGT
2025-11-24,9:30:01.229349614,T,87.5,100,88.3,100,TGT
2025-11-24,9:30:01.350047142,T,87.5,100,87.65,100,TGT
2025-11-24,9:30:01.395500462,T,87.5,100,87.65,200,TGT
2025-11-24,9:30:01.642689297,T,87.52,100,87.65,200,TGT
2025-11-24,9:30:02.214396370,T,87.5,100,87.65,200,TGT
2025-11-24,9:30:02.214471542,T,87.5,100,87.65,300,TGT
2025-11-24,9:30:02.215168223,T,87.5,100,87.65,200,TGT
2025-11-24,9:30:02.215373729,T,87.5,100,87.65,100,TGT
2025-11-24,9:30:02.215925039,T,87.5,100,87.65,200,TGT
2025-11-24,9:30:02.427894910,T,87.5,100,87.65,300,TGT
2025-11-24,9:30:02.428195625,T,87.4,100,87.65,300,TGT
2025-11-24,9:30:02.428195625,T,87.35,100,87.65,300,TGT
2025-11-24,9:30:02.428215733,T,87.35,100,87.64,100,TGT
2025-11-24,9:30:02.428260855,T,87.41,100,87.64,100,TGT
2025-11-24,9:30:02.428641763,T,87.41,500,87.64,100,TGT
2025-11-24,9:30:02.428741990,T,87.41,500,87.63,100,TGT
2025-11-24,9:30:02.446439181,T,87.41,500,87.63,200,TGT
2025-11-24,9:30:02.528228951,T,87.41,500,87.63,100,TGT
2025-11-24,9:30:06.962086704,T,87.51,100,87.63,100,TGT
2025-11-24,9:30:06.962096654,T,87.51,200,87.63,100,TGT
2025-11-24,9:30:06.962121768,T,87.51,600,87.63,100,TGT
2025-11-24,9:30:06.962131800,T,87.52,100,87.63,100,TGT
2025-11-24,9:30:06.962157181,T,87.56,300,87.63,100,TGT
2025-11-24,9:30:06.962176901,T,87.56,400,87.63,100,TGT
2025-11-24,9:30:06.962221955,T,87.56,300,87.63,100,TGT
2025-11-24,9:30:06.962247107,T,87.56,200,87.63,100,TGT
2025-11-24,9:30:06.962377330,T,87.56,200,87.65,100,TGT
2025-11-24,9:30:06.962402388,T,87.56,100,87.65,100,TGT
2025-11-24,9:30:06.962402388,T,87.62,100,87.65,100,TGT
2025-11-24,9:30:06.962422447,T,87.62,200,87.65,100,TGT
2025-11-24,9:30:06.962437507,T,87.62,100,87.65,100,TGT
2025-11-24,9:30:06.962442573,T,87.52,100,87.65,100,TGT
2025-11-24,9:30:06.962858525,T,87.53,100,87.65,100,TGT
2025-11-24,9:30:06.962863881,T,87.54,100,87.65,100,TGT
2025-11-24,9:30:06.962878604,T,87.53,100,87.65,100,TGT
2025-11-24,9:30:06.962898607,T,87.52,100,87.65,100,TGT
2025-11-24,9:30:06.963149253,T,87.54,100,87.65,100,TGT
2025-11-24,9:30:06.963790779,T,87.54,100,87.65,200,TGT
2025-11-24,9:30:06.964918389,T,87.55,100,87.65,200,TGT
2025-11-24,9:30:06.965153948,T,87.55,100,87.65,100,TGT
2025-11-24,9:30:06.965189090,T,87.55,100,88.0,100,TGT
2025-11-24,9:30:06.965214098,T,87.63,100,88.0,100,TGT
2025-11-24,9:30:06.966572349,T,87.57,100,88.0,100,TGT
2025-11-24,9:30:06.967228881,T,87.58,100,88.0,100,TGT
2025-11-24,9:30:06.967233903,T,87.58,100,88.15,100,TGT
2025-11-24,9:30:06.967269025,T,87.59,100,88.15,100,TGT
2025-11-24,9:30:06.967279046,T,87.58,100,88.15,100,TGT
2025-11-24,9:30:06.967304148,T,87.64,100,88.15,100,TGT
2025-11-24,9:30:06.967339238,T,87.65,100,88.15,100,TGT
2025-11-24,9:30:06.969434127,T,87.65,100,88.45,100,TGT
2025-11-24,9:30:06.969464311,T,87.65,100,88.5,2400,TGT
2025-11-24,9:30:06.969494369,T,87.65,100,88.5,2500,TGT
2025-11-24,9:30:06.975308187,T,87.58,100,88.5,2500,TGT
2025-11-24,9:30:06.976721572,T,87.58,100,88.28,100,TGT
2025-11-24,9:30:06.977282843,T,87.57,100,88.28,100,TGT
2025-11-24,9:30:07.162408847,T,87.51,200,88.28,100,TGT
2025-11-24,9:30:07.162433933,T,87.51,100,88.28,100,TGT
2025-11-24,9:30:07.451377248,T,87.58,100,88.28,100,TGT
2025-11-24,9:30:07.451402316,T,87.51,200,88.28,100,TGT
2025-11-24,9:30:07.451522621,T,87.58,100,88.28,100,TGT
2025-11-24,9:30:07.451898532,T,87.59,100,88.28,100,TGT
2025-11-24,9:30:07.452164224,T,87.63,100,88.28,100,TGT
2025-11-24,9:30:07.452174151,T,87.59,100,88.28,100,TGT
2025-11-24,9:30:07.452194291,T,87.63,100,88.28,100,TGT
2025-11-24,9:30:07.452244310,T,87.59,100,88.28,100,TGT
2025-11-24,9:30:07.461361088,T,87.58,100,88.28,100,TGT
2025-11-24,9:30:07.683770922,T,87.58,100,88.25,100,TGT
2025-11-24,9:30:07.734025685,T,87.51,100,88.25,100,TGT
2025-11-24,9:30:08.066437561,T,87.61,100,88.25,100,TGT
2025-11-24,9:30:10.354137720,T,87.61,100,88.08,100,TGT
2025-11-24,9:30:11.590974266,T,87.61,100,88.0,100,TGT
2025-11-24,9:30:12.056623472,T,87.51,100,88.0,100,TGT
2025-11-24,9:30:12.056803908,T,87.7,100,88.0,100,TGT
2025-11-24,9:30:12.056939315,T,87.71,100,88.0,100,TGT
2025-11-24,9:30:12.067860255,T,87.75,100,88.0,100,TGT
2025-11-24,9:30:12.067905379,T,87.81,100,88.0,100,TGT
2025-11-24,9:30:12.068456763,T,87.82,100,88.0,100,TGT
2025-11-24,9:30:12.068481755,T,87.81,200,88.0,100,TGT
2025-11-24,9:30:12.068486796,T,87.82,100,88.0,100,TGT
2025-11-24,9:30:12.068511804,T,87.81,200,88.0,100,TGT
