DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-12-04,9:30:01.131298061,T,90.8,100,91.4,100,TGT
2025-12-04,9:30:01.131303068,T,90.8,100,91.78,100,TGT
2025-12-04,9:30:01.131328163,T,90.8,200,91.78,100,TGT
2025-12-04,9:30:01.131328163,T,91.0,100,91.78,100,TGT
2025-12-04,9:30:01.131598804,T,91.0,100,91.26,100,TGT
2025-12-04,9:30:01.133157428,T,91.0,200,91.26,100,TGT
2025-12-04,9:30:01.151591393,T,91.0,200,91.78,100,TGT
2025-12-04,9:30:01.195019813,T,91.0,200,91.29,100,TGT
2025-12-04,9:30:01.195054902,T,91.0,200,91.78,100,TGT
2025-12-04,9:30:01.195059965,T,91.0,200,91.29,100,TGT
2025-12-04,9:30:01.231331387,T,91.0,100,91.29,100,TGT
2025-12-04,9:30:01.259072413,T,90.92,100,91.29,100,TGT
2025-12-04,9:30:01.391758563,T,91.01,100,91.29,100,TGT
2025-12-04,9:30:01.392189629,T,91.01,200,91.29,100,TGT
2025-12-04,9:30:01.679819904,T,91.01,200,91.78,100,TGT
2025-12-04,9:30:01.728335484,T,91.01,300,91.78,100,TGT
2025-12-04,9:30:01.758011151,T,91.01,300,91.29,100,TGT
2025-12-04,9:30:01.821336978,T,91.01,200,91.29,100,TGT
2025-12-04,9:30:01.821387073,T,91.01,200,91.78,100,TGT
2025-12-04,9:30:01.821457247,T,91.01,100,91.78,100,TGT
2025-12-04,9:30:01.821652732,T,91.04,100,91.78,100,TGT
2025-12-04,9:30:01.822073730,T,91.04,200,91.78,100,TGT
2025-12-04,9:30:01.822179127,T,91.07,100,91.78,100,TGT
2025-12-04,9:30:01.822209055,T,91.07,100,91.29,100,TGT
2025-12-04,9:30:01.822409622,T,91.07,100,91.78,100,TGT
2025-12-04,9:30:01.822925752,T,91.07,200,91.78,100,TGT
2025-12-04,9:30:01.834267822,T,91.07,300,91.78,100,TGT
2025-12-04,9:30:01.842181702,T,91.07,200,91.78,100,TGT
2025-12-04,9:30:02.302743867,T,91.07,300,91.78,100,TGT
2025-12-04,9:30:02.683851853,T,91.07,300,91.29,100,TGT
2025-12-04,9:30:02.683962146,T,91.07,300,91.78,100,TGT
2025-12-04,9:30:02.684523435,T,91.07,200,91.78,100,TGT
2025-12-04,9:30:02.684533493,T,91.07,100,91.78,100,TGT
2025-12-04,9:30:02.684708919,T,91.08,100,91.78,100,TGT
2025-12-04,9:30:02.685129883,T,91.08,200,91.78,100,TGT
2025-12-04,9:30:02.685385526,T,91.08,300,91.78,100,TGT
2025-12-04,9:30:02.734532540,T,91.08,200,91.78,100,TGT
2025-12-04,9:30:02.963828856,T,91.08,200,91.88,100,TGT
2025-12-04,9:30:02.963848860,T,91.17,100,91.88,100,TGT
2025-12-04,9:30:02.964700895,T,91.17,200,91.88,100,TGT
2025-12-04,9:30:02.964710929,T,91.17,300,91.88,100,TGT
2025-12-04,9:30:02.964921496,T,91.17,400,91.88,100,TGT
2025-12-04,9:30:02.983846539,T,91.17,300,91.88,100,TGT
2025-12-04,9:30:02.984187368,T,91.17,200,91.88,100,TGT
2025-12-04,9:30:02.984197402,T,91.17,100,91.88,100,TGT
2025-12-04,9:30:02.984618309,T,91.17,200,91.88,100,TGT
2025-12-04,9:30:02.984748647,T,91.17,300,91.88,100,TGT
2025-12-04,9:30:05.471683236,T,91.17,400,91.88,100,TGT
2025-12-04,9:30:05.610849697,T,91.17,500,91.88,100,TGT
2025-12-04,9:30:05.898460027,T,91.29,100,91.88,100,TGT
2025-12-04,9:30:05.899211899,T,91.29,200,91.88,100,TGT
2025-12-04,9:30:05.899346996,T,91.29,300,91.88,100,TGT
2025-12-04,9:30:05.899758045,T,91.33,100,91.88,100,TGT
2025-12-04,9:30:05.910353320,T,91.33,200,91.88,100,TGT
2025-12-04,9:30:10.316725897,T,91.33,300,91.88,100,TGT
2025-12-04,9:30:10.370694484,T,91.33,200,91.88,100,TGT
2025-12-04,9:30:12.594206655,T,91.33,300,91.88,100,TGT
2025-12-04,9:30:12.594226778,T,91.33,200,91.88,100,TGT
2025-12-04,9:30:14.550291888,T,91.33,300,91.88,100,TGT
2025-12-04,9:30:35.565803253,T,91.33,300,91.63,100,TGT
2025-12-04,9:30:35.565808292,T,91.33,300,91.59,100,TGT
2025-12-04,9:30:35.565823438,T,91.33,300,91.63,100,TGT
2025-12-04,9:30:35.566234298,T,91.33,300,91.63,200,TGT
2025-12-04,9:30:35.566244282,T,91.33,300,91.63,100,TGT
2025-12-04,9:30:35.567001373,T,91.33,200,91.63,100,TGT
2025-12-04,9:30:35.567006089,T,91.33,100,91.63,100,TGT
2025-12-04,9:30:35.567026125,T,91.01,100,91.63,100,TGT
2025-12-04,9:30:35.567036204,T,91.01,100,91.55,100,TGT
2025-12-04,9:30:35.567046278,T,91.01,100,91.41,100,TGT
2025-12-04,9:30:35.568128758,T,91.01,200,91.41,100,TGT
2025-12-04,9:30:35.575922423,T,91.01,200,91.5,100,TGT
2025-12-04,9:30:35.576218033,T,91.01,100,91.5,100,TGT
2025-12-04,9:30:35.616263621,T,91.01,100,91.55,100,TGT
2025-12-04,9:30:35.767067746,T,91.01,100,91.64,100,TGT
2025-12-04,9:30:36.567429481,T,91.01,200,91.64,100,TGT
2025-12-04,9:30:37.541264420,T,91.01,200,91.88,200,TGT
2025-12-04,9:30:39.600545330,T,91.28,100,91.88,200,TGT
2025-12-04,9:30:39.605707720,T,91.28,100,91.88,100,TGT
2025-12-04,9:30:48.029912069,T,91.28,100,91.58,100,TGT
2025-12-04,9:30:54.300936988,T,91.28,100,91.88,100,TGT
2025-12-04,9:30:58.900835514,T,91.28,100,91.5,100,TGT
2025-12-04,9:30:58.907897483,T,91.28,100,91.7,100,TGT
2025-12-04,9:30:58.907932511,T,91.28,100,91.64,100,TGT
2025-12-04,9:30:58.907967535,T,91.28,100,91.63,100,TGT
2025-12-04,9:30:59.101588891,T,91.28,100,91.64,100,TGT
2025-12-04,9:30:59.101613868,T,91.28,100,91.88,200,TGT
2025-12-04,9:30:59.101618897,T,91.28,100,91.88,100,TGT
2025-12-04,9:31:00.525461170,T,91.28,100,91.64,100,TGT
2025-12-04,9:31:00.525461170,T,91.28,100,91.56,100,TGT
2025-12-04,9:31:00.525481179,T,91.28,100,91.64,100,TGT
2025-12-04,9:31:00.525481179,T,91.28,100,91.55,100,TGT
2025-12-04,9:31:00.525491236,T,91.28,100,91.53,100,TGT
2025-12-04,9:31:00.527511213,T,91.28,100,91.55,100,TGT
2025-12-04,9:31:00.598735739,T,91.28,100,91.88,200,TGT
2025-12-04,9:31:00.598760762,T,91.28,100,91.88,100,TGT
2025-12-04,9:31:01.897118829,T,91.28,100,91.79,200,TGT
2025-12-04,9:31:02.547733785,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:02.577229063,T,91.28,100,91.76,100,TGT
2025-12-04,9:31:02.860719370,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:02.861681725,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:02.861997483,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:02.862298175,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:02.862869497,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:02.863160189,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:02.864022259,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:02.865155048,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:02.866122296,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:12.978553765,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:12.979090074,T,91.28,100,91.79,300,TGT
2025-12-04,9:31:12.979987216,T,91.28,100,91.7,100,TGT
2025-12-04,9:31:13.179597802,T,91.15,200,91.7,100,TGT
