DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-12-24,9:30:01.062120025,T,69.8,100,70.2,100,KO
2025-12-24,9:30:01.062796588,T,69.8,100,70.31,100,KO
2025-12-24,9:30:01.069708133,T,69.8,100,70.2,100,KO
2025-12-24,9:30:01.081025002,T,69.8,100,69.9,100,KO
2025-12-24,9:30:01.081060141,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.112740612,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.112805793,T,69.8,100,69.87,100,KO
2025-12-24,9:30:01.113306976,T,69.8,100,69.88,100,KO
2025-12-24,9:30:01.113742963,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.457516781,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.483242959,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.483303146,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.483764322,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.484190279,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.535893416,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.535908441,T,69.8,100,69.89,100,KO
2025-12-24,9:30:01.535918740,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.535953533,T,69.8,100,69.89,100,KO
2025-12-24,9:30:01.536098878,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.536169031,T,69.8,100,69.89,100,KO
2025-12-24,9:30:01.635901654,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.735819572,T,69.8,100,69.89,100,KO
2025-12-24,9:30:01.735889777,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.764978987,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.850923679,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.883902486,T,69.8,100,69.9,200,KO
2025-12-24,9:30:01.884453537,T,69.8,100,69.9,300,KO
2025-12-24,9:30:01.916214204,T,69.79,100,69.9,300,KO
