DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-12-29,9:30:00.402655755,T,69.73,300,70.0,200,KO
2025-12-29,9:30:00.566892054,T,69.73,300,70.0,100,KO
2025-12-29,9:30:00.566892054,T,69.73,300,70.15,100,KO
2025-12-29,9:30:00.566987195,T,69.73,400,70.15,100,KO
2025-12-29,9:30:00.567017251,T,69.73,400,70.2,1600,KO
2025-12-29,9:30:00.567328114,T,69.73,300,70.2,1600,KO
2025-12-29,9:30:00.567538473,T,69.73,300,70.07,100,KO
2025-12-29,9:30:00.578083686,T,69.73,400,70.07,100,KO
2025-12-29,9:30:00.578364332,T,69.73,300,70.07,100,KO
2025-12-29,9:30:01.210720575,T,69.73,300,70.2,1600,KO
2025-12-29,9:30:01.210720575,T,69.73,300,69.99,100,KO
2025-12-29,9:30:01.285759221,T,69.73,300,70.15,100,KO
2025-12-29,9:30:01.285759221,T,69.73,300,69.94,100,KO
2025-12-29,9:30:01.307836804,T,69.73,300,70.1,100,KO
2025-12-29,9:30:01.310894062,T,69.73,300,70.2,1600,KO
2025-12-29,9:30:01.310919206,T,69.89,100,70.2,1600,KO
2025-12-29,9:30:01.310924148,T,69.89,100,70.1,100,KO
2025-12-29,9:30:01.310949271,T,69.89,200,70.1,100,KO
2025-12-29,9:30:01.310994373,T,69.89,100,70.1,100,KO
2025-12-29,9:30:01.313124443,T,69.89,100,70.15,100,KO
2025-12-29,9:30:01.313129407,T,69.89,100,69.98,100,KO
2025-12-29,9:30:01.330926846,T,69.73,400,69.98,100,KO
2025-12-29,9:30:01.332280101,T,69.73,300,69.98,100,KO
2025-12-29,9:30:01.348664100,T,69.73,300,69.98,200,KO
2025-12-29,9:30:01.352543345,T,69.73,300,69.98,100,KO
2025-12-29,9:30:01.352844076,T,69.73,300,70.1,200,KO
2025-12-29,9:30:01.353069555,T,69.73,300,69.98,100,KO
2025-12-29,9:30:01.437465546,T,69.73,300,69.98,200,KO
2025-12-29,9:30:01.437515742,T,69.73,300,69.98,100,KO
2025-12-29,9:30:01.437515742,T,69.73,300,69.97,100,KO
2025-12-29,9:30:01.437681089,T,69.73,300,70.1,200,KO
2025-12-29,9:30:01.442763345,T,69.73,300,70.1,100,KO
2025-12-29,9:30:01.442788216,T,69.89,100,70.1,100,KO
2025-12-29,9:30:01.442818349,T,69.89,200,70.1,100,KO
2025-12-29,9:30:01.442853398,T,69.89,300,70.1,100,KO
2025-12-29,9:30:01.442868603,T,69.89,400,70.1,100,KO
2025-12-29,9:30:01.443134042,T,69.89,300,70.1,100,KO
2025-12-29,9:30:01.443139217,T,69.89,400,70.1,100,KO
2025-12-29,9:30:01.443504936,T,69.89,400,70.1,200,KO
2025-12-29,9:30:01.443540079,T,69.89,400,69.98,100,KO
2025-12-29,9:30:01.443555019,T,69.89,300,69.98,100,KO
2025-12-29,9:30:01.443580139,T,69.89,300,70.1,200,KO
2025-12-29,9:30:01.443820796,T,69.89,400,70.1,200,KO
2025-12-29,9:30:01.462790903,T,69.89,300,70.1,200,KO
2025-12-29,9:30:01.653364771,T,69.89,200,70.1,200,KO
2025-12-29,9:30:01.653394889,T,69.92,100,70.1,200,KO
2025-12-29,9:30:01.654422312,T,69.89,200,70.1,200,KO
2025-12-29,9:30:01.758505228,T,69.89,200,69.99,100,KO
2025-12-29,9:30:01.842079235,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.848439406,T,69.92,100,70.1,200,KO
2025-12-29,9:30:01.851852592,T,69.89,300,70.1,200,KO
2025-12-29,9:30:01.851862628,T,69.92,100,70.1,200,KO
2025-12-29,9:30:01.851867538,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.851897668,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.852073089,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.855661587,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.855681717,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.855706740,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.857571232,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.857606492,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.857631351,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.857661366,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.857871906,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.857906954,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.858032289,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.858057376,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.861665977,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.869890579,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.869915568,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.869945667,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.871499326,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.879423177,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.879693897,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.879718900,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.880004572,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.880039740,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.885973876,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.885998892,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.890805349,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.895656856,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.895677085,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.895712024,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.895832531,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.895862406,T,69.92,200,69.99,100,KO
2025-12-29,9:30:01.897310858,T,69.92,100,69.99,100,KO
2025-12-29,9:30:01.897336131,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.897365962,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.897431099,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.898278171,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.898308176,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.902658570,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.902693606,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.902959288,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.902984363,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.903089647,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.903124678,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.903926619,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.903956605,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.905535394,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.905570507,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.906673092,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.906698163,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.908302012,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.908347339,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.909214181,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.909239258,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.910076272,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.910106343,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.912411760,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.912446930,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.912532076,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.912567166,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.912697506,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.912732506,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.912847889,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.912882870,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.912953139,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.912983168,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.913063399,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913093407,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.913218682,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913243761,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.913268860,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913303887,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.913434243,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913459261,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.913604632,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913644708,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.913960512,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.913990597,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.914596963,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.914632079,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.921744051,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.921774143,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.922295363,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.922330402,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.923428064,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.923453137,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.929497434,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.929527570,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.929773136,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.929803161,T,69.89,300,69.99,100,KO
2025-12-29,9:30:01.930134031,T,69.94,100,69.99,100,KO
2025-12-29,9:30:01.930179162,T,69.94,200,69.99,100,KO
2025-12-29,9:30:01.935336416,T,69.94,200,70.09,100,KO
2025-12-29,9:30:01.935361441,T,69.94,100,70.09,100,KO
2025-12-29,9:30:01.935391569,T,69.89,300,70.09,100,KO
2025-12-29,9:30:01.937556717,T,69.94,100,70.09,100,KO
2025-12-29,9:30:02.041579398,T,69.96,100,70.09,100,KO
2025-12-29,9:30:02.043624312,T,69.97,100,70.09,100,KO
2025-12-29,9:30:02.175784014,T,69.97,200,70.09,100,KO
2025-12-29,9:30:02.505404119,T,69.97,100,70.09,100,KO
2025-12-29,9:30:02.585590011,T,69.96,200,70.09,100,KO
2025-12-29,9:30:02.585641022,T,69.96,100,70.09,100,KO
2025-12-29,9:30:02.585660203,T,69.96,100,70.0,100,KO
2025-12-29,9:30:02.592456352,T,69.96,100,70.01,100,KO
2025-12-29,9:30:03.094025939,T,69.96,100,70.09,100,KO
2025-12-29,9:30:03.094030892,T,69.96,200,70.09,100,KO
2025-12-29,9:30:03.094046029,T,69.96,300,70.09,100,KO
2025-12-29,9:30:03.094046029,T,69.97,100,70.09,100,KO
2025-12-29,9:30:03.094086130,T,69.97,200,70.09,100,KO
2025-12-29,9:30:03.094346703,T,69.99,100,70.09,100,KO
2025-12-29,9:30:03.530751049,T,69.99,100,70.05,100,KO
2025-12-29,9:30:03.530776038,T,69.99,100,70.05,200,KO
2025-12-29,9:30:04.793027376,T,69.96,200,70.05,200,KO
2025-12-29,9:30:04.793047369,T,69.96,200,69.99,100,KO
2025-12-29,9:30:04.793057449,T,69.96,300,69.99,100,KO
2025-12-29,9:30:04.817585853,T,69.96,200,69.99,100,KO
2025-12-29,9:30:04.817645927,T,69.96,200,69.99,200,KO
2025-12-29,9:30:04.817761276,T,69.96,100,69.99,200,KO
2025-12-29,9:30:04.827664892,T,69.91,100,69.99,200,KO
2025-12-29,9:30:04.827669867,T,69.91,100,69.98,100,KO
2025-12-29,9:30:04.827694890,T,69.91,100,69.99,200,KO
2025-12-29,9:30:04.827699849,T,69.91,100,69.97,100,KO
2025-12-29,9:30:04.827704964,T,69.93,100,69.97,100,KO
2025-12-29,9:30:04.827734936,T,69.93,200,69.97,100,KO
2025-12-29,9:30:04.827755040,T,69.93,200,69.99,200,KO
2025-12-29,9:30:04.835343120,T,69.93,200,69.99,100,KO
2025-12-29,9:30:04.853922366,T,69.93,200,69.99,200,KO
2025-12-29,9:30:04.853957454,T,69.93,200,69.97,100,KO
2025-12-29,9:30:04.854072740,T,69.94,100,69.97,100,KO
2025-12-29,9:30:04.854077716,T,69.94,100,69.99,200,KO
