DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-12-26,9:30:00.642242861,T,69.84,100,70.2,200,KO
2025-12-26,9:30:00.653965756,T,69.8,1500,70.2,200,KO
2025-12-26,9:30:00.653965756,T,69.9,100,70.2,200,KO
2025-12-26,9:30:00.653985856,T,69.92,100,70.2,200,KO
2025-12-26,9:30:00.920836563,T,69.8,1500,70.2,200,KO
2025-12-26,9:30:00.920841510,T,69.95,100,70.2,200,KO
2025-12-26,9:30:01.103862360,T,69.8,1500,70.2,200,KO
2025-12-26,9:30:01.103912518,T,69.81,100,70.2,200,KO
2025-12-26,9:30:01.104183129,T,69.8,1500,70.2,200,KO
2025-12-26,9:30:01.104183129,T,69.91,100,70.2,200,KO
2025-12-26,9:30:01.105436224,T,69.91,100,70.2,200,KO
2025-12-26,9:30:01.136655526,T,69.91,100,70.0,100,KO
2025-12-26,9:30:01.136655526,T,69.91,100,70.04,100,KO
2025-12-26,9:30:01.136685534,T,69.91,100,70.1,100,KO
2025-12-26,9:30:01.137111603,T,69.96,100,70.1,100,KO
2025-12-26,9:30:01.137201848,T,69.91,100,70.1,100,KO
2025-12-26,9:30:01.137211851,T,69.91,100,70.2,200,KO
2025-12-26,9:30:01.137251887,T,69.8,1500,70.2,200,KO
2025-12-26,9:30:01.137773182,T,69.97,100,70.2,200,KO
2025-12-26,9:30:01.138349515,T,69.97,100,70.1,100,KO
2025-12-26,9:30:01.138379658,T,69.99,100,70.1,100,KO
2025-12-26,9:30:01.138765494,T,69.99,100,70.13,100,KO
2025-12-26,9:30:01.138835650,T,69.99,100,70.2,200,KO
2025-12-26,9:30:01.139011134,T,69.95,100,70.2,200,KO
2025-12-26,9:30:01.139066255,T,69.98,100,70.2,200,KO
2025-12-26,9:30:01.139216653,T,70.0,100,70.2,200,KO
2025-12-26,9:30:01.139256689,T,70.02,100,70.2,200,KO
2025-12-26,9:30:01.142694852,T,70.02,200,70.2,200,KO
2025-12-26,9:30:01.144223520,T,70.02,200,70.08,100,KO
2025-12-26,9:30:01.144764840,T,70.02,200,70.08,200,KO
2025-12-26,9:30:01.156858639,T,70.02,100,70.08,200,KO
2025-12-26,9:30:01.156908794,T,70.02,100,70.08,100,KO
2025-12-26,9:30:01.156943887,T,70.02,100,70.2,200,KO
2025-12-26,9:30:01.173393049,T,70.02,100,70.13,100,KO
2025-12-26,9:30:01.173698752,T,70.02,100,70.2,200,KO
2025-12-26,9:30:01.342811493,T,69.98,100,70.2,200,KO
2025-12-26,9:30:01.342856666,T,69.98,100,70.09,100,KO
2025-12-26,9:30:01.342861709,T,70.01,100,70.09,100,KO
2025-12-26,9:30:01.342886814,T,70.01,100,70.09,200,KO
2025-12-26,9:30:01.342941909,T,70.01,100,70.08,100,KO
2025-12-26,9:30:01.343167392,T,70.01,100,70.08,200,KO
2025-12-26,9:30:01.343212475,T,70.01,100,70.08,300,KO
2025-12-26,9:30:01.343212475,T,70.01,100,70.08,200,KO
2025-12-26,9:30:01.343252615,T,70.01,100,70.08,100,KO
2025-12-26,9:30:01.343382875,T,70.01,100,70.08,200,KO
2025-12-26,9:30:01.343448032,T,70.01,100,70.08,100,KO
2025-12-26,9:30:01.343543326,T,70.01,200,70.08,100,KO
2025-12-26,9:30:01.343573412,T,70.01,100,70.08,100,KO
2025-12-26,9:30:01.343583366,T,70.01,100,70.08,200,KO
2025-12-26,9:30:01.343603472,T,70.0,100,70.08,200,KO
2025-12-26,9:30:01.343753845,T,70.02,100,70.08,200,KO
2025-12-26,9:30:01.343798893,T,70.02,200,70.08,200,KO
2025-12-26,9:30:01.343819000,T,70.02,300,70.08,200,KO
2025-12-26,9:30:01.345046848,T,70.02,200,70.08,200,KO
2025-12-26,9:30:01.345056849,T,70.02,300,70.08,200,KO
2025-12-26,9:30:01.345071988,T,70.05,100,70.08,200,KO
2025-12-26,9:30:01.362929457,T,70.05,100,70.08,100,KO
2025-12-26,9:30:01.362954473,T,70.05,100,70.1,100,KO
2025-12-26,9:30:01.363616060,T,70.02,200,70.1,100,KO
2025-12-26,9:30:01.363636147,T,70.02,200,70.07,100,KO
2025-12-26,9:30:01.363646199,T,70.03,100,70.07,100,KO
2025-12-26,9:30:01.364212516,T,70.03,100,70.07,200,KO
2025-12-26,9:30:01.364773894,T,70.03,200,70.07,200,KO
2025-12-26,9:30:01.364874137,T,70.03,100,70.07,200,KO
2025-12-26,9:30:01.364899154,T,70.0,100,70.07,200,KO
