DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,SYM_ROOT
2025-10-06,9:30:00.416431276,T,66.31,100,66.8,100,KO
2025-10-06,9:30:00.416436350,T,66.31,100,66.56,100,KO
2025-10-06,9:30:00.416436350,T,66.31,100,66.52,100,KO
2025-10-06,9:30:00.416451390,T,66.31,100,66.56,100,KO
2025-10-06,9:30:00.416456343,T,66.31,100,66.56,200,KO
2025-10-06,9:30:00.423483041,T,66.31,100,66.56,100,KO
2025-10-06,9:30:00.545022531,T,66.31,100,66.8,100,KO
2025-10-06,9:30:00.545804413,T,66.31,100,66.9,100,KO
2025-10-06,9:30:01.560536416,T,66.4,100,66.9,100,KO
2025-10-06,9:30:01.583591391,T,66.31,100,66.9,100,KO
2025-10-06,9:30:01.584167688,T,66.31,100,66.8,100,KO
2025-10-06,9:30:01.584167688,T,66.31,100,66.53,200,KO
2025-10-06,9:30:01.584172866,T,66.31,100,66.49,100,KO
2025-10-06,9:30:01.584192765,T,66.31,100,66.53,200,KO
2025-10-06,9:30:01.584212798,T,66.31,100,66.53,300,KO
2025-10-06,9:30:01.588789120,T,66.31,100,66.42,400,KO
2025-10-06,9:30:01.588924501,T,66.31,100,66.48,400,KO
2025-10-06,9:30:01.589219691,T,66.31,100,66.49,400,KO
2025-10-06,9:30:01.590437701,T,66.38,300,66.49,400,KO
2025-10-06,9:30:01.595925747,T,66.38,300,66.44,400,KO
2025-10-06,9:30:01.666193148,T,66.38,300,66.44,500,KO
2025-10-06,9:30:01.707867762,T,66.41,200,66.44,500,KO
2025-10-06,9:30:01.707877416,T,66.41,600,66.44,500,KO
2025-10-06,9:30:01.708483898,T,66.41,700,66.44,500,KO
2025-10-06,9:30:01.724772627,T,66.41,700,66.44,300,KO
2025-10-06,9:30:01.724772627,T,66.41,700,66.44,100,KO
2025-10-06,9:30:01.724822770,T,66.41,700,66.47,400,KO
2025-10-06,9:30:01.724862900,T,66.43,200,66.47,400,KO
2025-10-06,9:30:01.758523117,T,66.41,600,66.47,400,KO
2025-10-06,9:30:01.758548097,T,66.41,600,66.44,100,KO
2025-10-06,9:30:01.758573141,T,66.41,600,66.44,500,KO
2025-10-06,9:30:01.758658386,T,66.41,600,66.44,700,KO
2025-10-06,9:30:01.759209691,T,66.41,200,66.44,700,KO
2025-10-06,9:30:01.760161975,T,66.41,300,66.44,700,KO
2025-10-06,9:30:01.760337387,T,66.41,300,66.44,600,KO
2025-10-06,9:30:01.794699247,T,66.41,100,66.44,600,KO
2025-10-06,9:30:01.794704214,T,66.38,900,66.44,600,KO
2025-10-06,9:30:01.794709250,T,66.38,900,66.43,400,KO
2025-10-06,9:30:01.794724244,T,66.38,900,66.43,600,KO
2025-10-06,9:30:01.794724244,T,66.38,900,66.42,100,KO
2025-10-06,9:30:01.794759435,T,66.38,900,66.42,500,KO
2025-10-06,9:30:01.795085141,T,66.38,1100,66.42,500,KO
2025-10-06,9:30:01.796558701,T,66.38,1100,66.42,400,KO
2025-10-06,9:30:01.855744641,T,66.38,1100,66.43,600,KO
2025-10-06,9:30:01.900205542,T,66.38,1100,66.42,400,KO
2025-10-06,9:30:02.198651344,T,66.38,1100,66.43,600,KO
2025-10-06,9:30:02.232441863,T,66.39,200,66.43,600,KO
2025-10-06,9:30:02.232441863,T,66.4,100,66.43,600,KO
2025-10-06,9:30:02.232456854,T,66.4,300,66.43,600,KO
2025-10-06,9:30:02.232456854,T,66.4,700,66.43,600,KO
2025-10-06,9:30:02.232477042,T,66.4,600,66.43,600,KO
2025-10-06,9:30:02.232477042,T,66.42,200,66.43,600,KO
2025-10-06,9:30:02.232477042,T,66.42,200,66.43,400,KO
2025-10-06,9:30:02.232511992,T,66.4,600,66.43,400,KO
2025-10-06,9:30:02.232532164,T,66.4,600,66.42,100,KO
2025-10-06,9:30:02.232867825,T,66.4,700,66.42,100,KO
2025-10-06,9:30:02.235108161,T,66.4,300,66.42,100,KO
2025-10-06,9:30:02.237659219,T,66.4,300,66.43,400,KO
2025-10-06,9:30:02.243102220,T,66.4,200,66.43,400,KO
2025-10-06,9:30:02.243573391,T,66.4,300,66.43,400,KO
2025-10-06,9:30:02.588745473,T,66.4,200,66.43,400,KO
2025-10-06,9:30:02.619914708,T,66.39,600,66.43,400,KO
2025-10-06,9:30:02.766183010,T,66.39,600,66.44,600,KO
2025-10-06,9:30:02.830576405,T,66.4,100,66.44,600,KO
2025-10-06,9:30:02.830601373,T,66.41,200,66.44,600,KO
2025-10-06,9:30:02.830666553,T,66.41,200,66.44,400,KO
2025-10-06,9:30:02.830696652,T,66.41,600,66.44,400,KO
2025-10-06,9:30:02.831022419,T,66.41,700,66.44,400,KO
2025-10-06,9:30:03.159740280,T,66.41,700,66.45,600,KO
2025-10-06,9:30:03.159865796,T,66.43,400,66.45,600,KO
2025-10-06,9:30:03.159870642,T,66.43,400,66.45,400,KO
2025-10-06,9:30:03.159870642,T,66.43,600,66.45,400,KO
2025-10-06,9:30:03.160086099,T,66.43,200,66.45,400,KO
2025-10-06,9:30:03.185912670,T,66.41,600,66.45,400,KO
2025-10-06,9:30:03.198437495,T,66.42,200,66.45,400,KO
2025-10-06,9:30:03.198437495,T,66.42,600,66.45,400,KO
2025-10-06,9:30:03.198622940,T,66.43,200,66.45,400,KO
2025-10-06,9:30:03.380851998,T,66.42,600,66.45,400,KO
2025-10-06,9:30:03.380871918,T,66.42,600,66.44,100,KO
2025-10-06,9:30:03.380871918,T,66.42,600,66.44,300,KO
2025-10-06,9:30:03.380881927,T,66.42,200,66.44,300,KO
2025-10-06,9:30:03.380907118,T,66.42,200,66.44,700,KO
2025-10-06,9:30:03.381112589,T,66.42,200,66.44,900,KO
2025-10-06,9:30:03.381117592,T,66.41,600,66.44,900,KO
2025-10-06,9:30:03.381227921,T,66.41,200,66.44,900,KO
2025-10-06,9:30:03.381373208,T,66.41,200,66.44,800,KO
2025-10-06,9:30:03.381378133,T,66.41,200,66.44,600,KO
2025-10-06,9:30:03.381378133,T,66.41,200,66.44,200,KO
2025-10-06,9:30:03.381378133,T,66.41,200,66.45,600,KO
2025-10-06,9:30:03.381398360,T,66.42,200,66.45,600,KO
2025-10-06,9:30:03.381398360,T,66.42,300,66.45,600,KO
2025-10-06,9:30:03.381413192,T,66.42,300,66.44,400,KO
2025-10-06,9:30:03.381418246,T,66.42,400,66.44,400,KO
2025-10-06,9:30:03.381423398,T,66.42,400,66.44,300,KO
2025-10-06,9:30:03.381428276,T,66.42,300,66.44,300,KO
2025-10-06,9:30:03.381433293,T,66.43,100,66.44,300,KO
2025-10-06,9:30:03.381443307,T,66.43,100,66.45,600,KO
2025-10-06,9:30:03.381468431,T,66.44,100,66.45,600,KO
2025-10-06,9:30:03.381764138,T,66.44,100,66.45,400,KO
2025-10-06,9:30:03.381804221,T,66.44,300,66.45,400,KO
2025-10-06,9:30:03.381869323,T,66.44,300,66.46,600,KO
2025-10-06,9:30:03.382265446,T,66.44,300,66.46,400,KO
2025-10-06,9:30:03.382270254,T,66.44,500,66.46,400,KO
2025-10-06,9:30:03.388429938,T,66.44,500,66.47,600,KO
2025-10-06,9:30:03.388450511,T,66.45,200,66.47,600,KO
2025-10-06,9:30:03.388455007,T,66.45,400,66.47,600,KO
2025-10-06,9:30:03.388485153,T,66.45,500,66.47,600,KO
2025-10-06,9:30:03.388490099,T,66.45,500,66.47,400,KO
2025-10-06,9:30:03.388495058,T,66.45,700,66.47,400,KO
2025-10-06,9:30:03.388815885,T,66.46,100,66.47,400,KO
2025-10-06,9:30:03.443220445,T,66.44,800,66.47,400,KO
2025-10-06,9:30:03.443290574,T,66.44,800,66.46,100,KO
2025-10-06,9:30:03.443310625,T,66.45,200,66.46,100,KO
2025-10-06,9:30:03.443355801,T,66.45,200,66.47,400,KO
2025-10-06,9:30:03.443711600,T,66.45,200,66.46,100,KO
2025-10-06,9:30:03.517517452,T,66.45,200,66.47,400,KO
2025-10-06,9:30:03.517552451,T,66.45,400,66.47,400,KO
2025-10-06,9:30:03.517557639,T,66.45,800,66.47,400,KO
2025-10-06,9:30:03.519181383,T,66.45,400,66.47,400,KO
2025-10-06,9:30:03.581529838,T,66.45,200,66.47,400,KO
2025-10-06,9:30:03.585569455,T,66.45,200,66.49,600,KO
2025-10-06,9:30:03.585569455,T,66.45,600,66.49,600,KO
2025-10-06,9:30:03.585604560,T,66.45,800,66.49,600,KO
2025-10-06,9:30:03.779977536,T,66.45,400,66.49,600,KO
2025-10-06,9:30:03.924206535,T,66.46,200,66.49,600,KO
2025-10-06,9:30:03.924226060,T,66.46,200,66.48,400,KO
2025-10-06,9:30:03.924236107,T,66.46,400,66.48,400,KO
2025-10-06,9:30:03.924246556,T,66.46,800,66.48,400,KO
2025-10-06,9:30:03.924251297,T,66.46,1000,66.48,400,KO
2025-10-06,9:30:03.924251297,T,66.46,1000,66.49,600,KO
2025-10-06,9:30:03.924276248,T,66.47,200,66.49,600,KO
2025-10-06,9:30:03.924301296,T,66.47,400,66.49,600,KO
2025-10-06,9:30:03.924316310,T,66.47,600,66.49,600,KO
2025-10-06,9:30:03.924321562,T,66.47,600,66.49,400,KO
2025-10-06,9:30:03.924321562,T,66.47,800,66.49,400,KO
2025-10-06,9:30:03.924336335,T,66.47,600,66.49,400,KO
2025-10-06,9:30:03.924556851,T,66.47,600,66.52,600,KO
2025-10-06,9:30:03.924571873,T,66.47,1000,66.52,600,KO
2025-10-06,9:30:03.924581887,T,66.48,200,66.52,600,KO
2025-10-06,9:30:03.924581887,T,66.48,400,66.52,600,KO
2025-10-06,9:30:03.924607052,T,66.48,600,66.52,600,KO
2025-10-06,9:30:03.924617650,T,66.48,1000,66.52,600,KO
2025-10-06,9:30:03.924621998,T,66.48,1200,66.52,600,KO
2025-10-06,9:30:03.924657089,T,66.48,800,66.52,600,KO
2025-10-06,9:30:03.924827465,T,66.48,1200,66.52,600,KO
2025-10-06,9:30:03.924952847,T,66.48,800,66.52,600,KO
2025-10-06,9:30:03.926346161,T,66.48,600,66.52,600,KO
2025-10-06,9:30:03.944243707,T,66.48,400,66.52,600,KO
2025-10-06,9:30:03.944579498,T,66.48,200,66.52,600,KO
2025-10-06,9:30:04.048081073,T,66.47,600,66.52,600,KO
2025-10-06,9:30:04.048096117,T,66.47,600,66.49,200,KO
2025-10-06,9:30:04.048111100,T,66.47,200,66.49,200,KO
2025-10-06,9:30:04.048116104,T,66.47,200,66.49,600,KO
2025-10-06,9:30:04.048136264,T,66.46,600,66.49,600,KO
2025-10-06,9:30:04.048557200,T,66.46,200,66.49,600,KO
2025-10-06,9:30:04.049419286,T,66.45,600,66.49,600,KO
2025-10-06,9:30:04.049965566,T,66.45,600,66.49,400,KO
2025-10-06,9:30:04.397688808,T,66.45,600,66.5,400,KO
2025-10-06,9:30:04.627696535,T,66.45,600,66.48,400,KO
2025-10-06,9:30:04.627726714,T,66.45,200,66.48,400,KO
2025-10-06,9:30:04.627761760,T,66.44,600,66.48,400,KO
2025-10-06,9:30:04.913933331,T,66.44,500,66.48,400,KO
2025-10-06,9:30:04.913953404,T,66.44,500,66.48,500,KO
2025-10-06,9:30:04.913978478,T,66.44,500,66.48,400,KO
2025-10-06,9:30:04.913978478,T,66.44,500,66.46,100,KO
2025-10-06,9:30:04.913988553,T,66.44,100,66.46,100,KO
2025-10-06,9:30:04.914665072,T,66.43,600,66.46,100,KO
2025-10-06,9:30:04.915086141,T,66.43,600,66.46,200,KO
2025-10-06,9:30:04.920985146,T,66.43,600,66.46,100,KO
2025-10-06,9:30:05.148091209,T,66.43,600,66.46,500,KO
2025-10-06,9:30:05.151649623,T,66.43,600,66.46,400,KO
