DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-11-21,9:30:00.771430729,T,TGT,TI,1,84.4
2025-11-21,9:30:00.771433672,T,TGT,TI,40,84.4
2025-11-21,9:30:00.771436701,T,TGT,TI,70,84.4
2025-11-21,9:30:00.771436701,T,TGT,TI,89,84.44
2025-11-21,9:30:02.275154154,T,TGT,I,57,84.44
2025-11-21,9:30:02.275160134,T,TGT,Q,57,84.44
2025-11-21,9:30:02.275999145,T,TGT,I,50,84.44
2025-11-21,9:30:02.277947805,T,TGT,F I,4,84.44
2025-11-21,9:30:02.298546845,T,TGT,F I,1,84.45
2025-11-21,9:30:02.298549911,T,TGT,F I,1,84.45
2025-11-21,9:31:09.468033067,T,TGT,I,3,84.35
2025-11-21,9:31:09.469936593,T,TGT,I,3,84.35
2025-11-21,9:31:10.275360433,T,TGT,,100,84.36
2025-11-21,9:31:10.275387496,T,TGT,I,2,84.34
2025-11-21,9:31:10.275390452,T,TGT,I,1,84.34
2025-11-21,9:31:10.401559014,T,TGT,F I,73,84.36
2025-11-21,9:31:14.230421763,T,TGT,I,2,84.34
2025-11-21,9:31:14.274909739,T,TGT,,100,84.36
2025-11-21,9:31:14.274909739,T,TGT,,100,84.37
2025-11-21,9:31:14.275237527,T,TGT,I,9,84.38
2025-11-21,9:31:14.275237527,T,TGT,I,50,84.38
2025-11-21,9:31:14.276386312,T,TGT,I,9,84.34
2025-11-21,9:31:14.276386312,T,TGT,I,91,84.34
2025-11-21,9:31:15.485320371,T,TGT,,147,84.34
2025-11-21,9:31:15.485320371,T,TGT,I,5,84.34
2025-11-21,9:31:18.192706373,T,TGT,I,10,84.34
2025-11-21,9:31:18.192733500,T,TGT,,100,84.35
2025-11-21,9:31:38.762193650,T,TGT,I,14,84.42
2025-11-21,9:31:39.139364263,T,TGT,I,70,84.38
2025-11-21,9:31:39.139364263,T,TGT,I,30,84.37
2025-11-21,9:31:39.148828124,T,TGT,I,40,84.44
2025-11-21,9:31:39.149209634,T,TGT,F I,5,84.5
2025-11-21,9:31:39.149672843,T,TGT,F I,1,84.53
2025-11-21,9:31:39.149763344,T,TGT,F I,1,84.55
2025-11-21,9:31:39.150045686,T,TGT,I,14,84.53
2025-11-21,9:31:39.150051745,T,TGT,I,12,84.52
2025-11-21,9:31:39.150087806,T,TGT,I,43,84.52
2025-11-21,9:31:39.150301426,T,TGT,F I,1,84.59
2025-11-21,9:31:39.150358382,T,TGT,F I,6,84.59
2025-11-21,9:31:39.150361452,T,TGT,F I,1,84.59
2025-11-21,9:31:39.150716317,T,TGT,F I,10,84.6
2025-11-21,9:31:39.152628835,T,TGT,,288,84.59
2025-11-21,9:31:39.153122009,T,TGT,F I,10,84.52
2025-11-21,9:31:39.153125330,T,TGT,F I,10,84.47
2025-11-21,9:31:39.153125330,T,TGT,F I,14,84.47
2025-11-21,9:31:39.163653036,T,TGT,F,100,84.56
2025-11-21,9:31:39.163704652,T,TGT,,100,84.56
2025-11-21,9:31:39.223928692,T,TGT,F,100,84.62
2025-11-21,9:31:39.224018871,T,TGT,F I,1,84.63
2025-11-21,9:31:39.244115809,T,TGT,F I,1,84.65
2025-11-21,9:31:39.244495144,T,TGT,F,100,84.66
2025-11-21,9:31:39.244495144,T,TGT,F I,1,84.67
2025-11-21,9:31:39.244498664,T,TGT,F,200,84.67
2025-11-21,9:31:39.244498664,T,TGT,F,100,84.67
2025-11-21,9:31:39.244500682,T,TGT,F,100,84.67
2025-11-21,9:31:39.271102073,T,TGT,I,50,84.68
2025-11-21,9:31:39.271321643,T,TGT,F,100,84.68
2025-11-21,9:31:39.271321643,T,TGT,F,100,84.69
2025-11-21,9:31:39.271339658,T,TGT,I,1,84.69
2025-11-21,9:31:39.271447898,T,TGT,I,60,84.65
2025-11-21,9:31:39.271447898,T,TGT,I,40,84.63
2025-11-21,9:31:39.303567403,T,TGT,I,8,84.69
2025-11-21,9:31:39.332959462,T,TGT,I,3,84.69
2025-11-21,9:31:40.551327032,T,TGT,F,100,84.68
2025-11-21,9:31:40.551330031,T,TGT,F I,12,84.68
2025-11-21,9:31:40.551333242,T,TGT,F I,20,84.68
2025-11-21,9:31:40.551360146,T,TGT,I,56,84.64
2025-11-21,9:31:40.551360146,T,TGT,I,20,84.63
2025-11-21,9:31:40.551372089,T,TGT,F I,11,84.63
2025-11-21,9:31:40.551396240,T,TGT,I,30,84.63
2025-11-21,9:31:40.551507515,T,TGT,F,112,84.67
2025-11-21,9:31:40.551510548,T,TGT,F I,20,84.67
2025-11-21,9:31:40.551721880,T,TGT,,100,84.64
2025-11-21,9:31:40.551727680,T,TGT,F I,20,84.69
2025-11-21,9:31:40.551727680,T,TGT,I,13,84.64
2025-11-21,9:31:40.551730144,T,TGT,I,13,84.64
2025-11-21,9:31:40.551732968,T,TGT,I,13,84.64
2025-11-21,9:31:40.551742022,T,TGT,I,1,84.64
2025-11-21,9:31:40.551748015,T,TGT,I,1,84.64
2025-11-21,9:31:40.551787569,T,TGT,I,11,84.64
2025-11-21,9:31:40.551790373,T,TGT,I,13,84.64
2025-11-21,9:31:40.551790373,T,TGT,I,13,84.64
2025-11-21,9:31:40.551796165,T,TGT,F I,8,84.67
2025-11-21,9:31:40.551802197,T,TGT,F I,3,84.67
2025-11-21,9:31:40.551811221,T,TGT,F I,1,84.67
2025-11-21,9:31:40.551835210,T,TGT,F I,2,84.64
2025-11-21,9:31:40.551853301,T,TGT,F I,23,84.64
2025-11-21,9:31:40.551889718,T,TGT,I,1,84.64
2025-11-21,9:31:40.551889718,T,TGT,I,8,84.64
2025-11-21,9:31:40.551892356,T,TGT,I,67,84.63
2025-11-21,9:31:40.551931418,T,TGT,F I,11,84.69
2025-11-21,9:31:40.552070405,T,TGT,I,3,84.64
2025-11-21,9:31:40.552072871,T,TGT,I,13,84.64
2025-11-21,9:31:40.552151180,T,TGT,F I,9,84.67
2025-11-21,9:31:40.552199559,T,TGT,I,14,84.64
2025-11-21,9:31:40.552199559,T,TGT,I,6,84.64
2025-11-21,9:31:40.552358497,T,TGT,I,9,84.67
2025-11-21,9:31:40.552581047,T,TGT,F I,3,84.64
2025-11-21,9:31:40.552584112,T,TGT,F I,3,84.64
2025-11-21,9:31:40.552586979,T,TGT,F I,94,84.64
2025-11-21,9:31:40.553450123,T,TGT,F I,3,84.67
2025-11-21,9:31:40.553453058,T,TGT,F I,39,84.69
2025-11-21,9:31:40.554376715,T,TGT,,100,84.67
2025-11-21,9:31:40.554379891,T,TGT,F I,10,84.7
2025-11-21,9:31:40.554379891,T,TGT,F I,1,84.7
2025-11-21,9:31:40.554661961,T,TGT,,100,84.67
2025-11-21,9:31:40.554797263,T,TGT,,100,84.65
2025-11-21,9:31:40.554803295,T,TGT,I,4,84.65
2025-11-21,9:31:40.558132496,T,TGT,I,3,84.67
2025-11-21,9:31:40.558132496,T,TGT,,100,84.67
2025-11-21,9:31:40.558135294,T,TGT,,100,84.67
2025-11-21,9:31:40.558153271,T,TGT,I,1,84.67
2025-11-21,9:31:40.558183311,T,TGT,I,13,84.64
2025-11-21,9:31:40.558634791,T,TGT,F,100,84.64
2025-11-21,9:31:40.558691561,T,TGT,I,4,84.61
2025-11-21,9:31:40.558715586,T,TGT,I,14,84.61
2025-11-21,9:31:40.559932148,T,TGT,F I,60,84.61
2025-11-21,9:31:40.559934426,T,TGT,F I,4,84.6
2025-11-21,9:31:40.559939592,T,TGT,F I,51,84.6
2025-11-21,9:31:40.559939592,T,TGT,F I,49,84.6
2025-11-21,9:31:40.559939592,T,TGT,F I,4,84.6
2025-11-21,9:31:40.559943406,T,TGT,F I,2,84.6
2025-11-21,9:31:40.559946736,T,TGT,F I,40,84.6
2025-11-21,9:31:40.559946736,T,TGT,F I,60,84.6
2025-11-21,9:31:40.560252300,T,TGT,F,100,84.62
2025-11-21,9:31:40.560255544,T,TGT,F I,13,84.62
2025-11-21,9:31:40.560255544,T,TGT,F I,35,84.62
2025-11-21,9:31:40.560258860,T,TGT,F I,8,84.59
2025-11-21,9:31:40.560258860,T,TGT,F I,16,84.59
2025-11-21,9:31:40.560264843,T,TGT,F,100,84.62
2025-11-21,9:31:40.560264843,T,TGT,F I,38,84.59
2025-11-21,9:31:40.560264843,T,TGT,F I,13,84.6
2025-11-21,9:31:40.560276375,T,TGT,I,13,84.6
2025-11-21,9:31:40.560303368,T,TGT,F I,50,84.6
2025-11-21,9:31:40.560321434,T,TGT,F I,2,84.6
2025-11-21,9:31:40.560342463,T,TGT,I,48,84.6
2025-11-21,9:31:40.560513893,T,TGT,I,17,84.6
2025-11-21,9:31:40.560601259,T,TGT,I,16,84.6
2025-11-21,9:31:40.560601259,T,TGT,I,6,84.6
2025-11-21,9:31:40.560712619,T,TGT,I,9,84.6
2025-11-21,9:31:40.560715367,T,TGT,I,91,84.59
2025-11-21,9:31:40.560868787,T,TGT,I,9,84.59
2025-11-21,9:31:40.563722923,T,TGT,I,62,84.59
2025-11-21,9:31:40.564291286,T,TGT,,100,84.53
2025-11-21,9:31:40.564291286,T,TGT,,100,84.53
2025-11-21,9:31:40.566419950,T,TGT,F I,75,84.505
2025-11-21,9:31:40.566465050,T,TGT,F I,75,84.505
2025-11-21,9:31:40.566516178,T,TGT,F I,75,84.505
2025-11-21,9:31:40.641496982,T,TGT,F I,24,84.53
2025-11-21,9:31:40.641496982,T,TGT,F I,64,84.53
2025-11-21,9:31:40.641499925,T,TGT,F I,16,84.53
2025-11-21,9:31:40.641503261,T,TGT,F I,75,84.54
2025-11-21,9:31:40.641503261,T,TGT,F I,3,84.55
2025-11-21,9:31:40.641506264,T,TGT,F I,3,84.55
2025-11-21,9:31:40.641506264,T,TGT,F I,6,84.55
2025-11-21,9:31:41.959897778,T,TGT,F,100,84.53
2025-11-21,9:31:41.959897778,T,TGT,F,100,84.53
2025-11-21,9:31:41.960144356,T,TGT,F,100,84.53
2025-11-21,9:31:41.960571395,T,TGT,F I,7,84.53
2025-11-21,9:31:41.960577502,T,TGT,F I,2,84.53
2025-11-21,9:31:41.960577502,T,TGT,F I,91,84.53
2025-11-21,9:31:42.375518741,T,TGT,F I,1,84.47
2025-11-21,9:31:42.375521319,T,TGT,F I,1,84.47
2025-11-21,9:31:42.375523923,T,TGT,F,100,84.47
2025-11-21,9:31:42.375523923,T,TGT,F,100,84.47
2025-11-21,9:31:42.375605175,T,TGT,,100,84.49
2025-11-21,9:31:42.375968973,T,TGT,F,100,84.47
2025-11-21,9:31:42.375972038,T,TGT,F,100,84.47
2025-11-21,9:31:42.376297435,T,TGT,F,100,84.47
2025-11-21,9:31:42.376365922,T,TGT,F I,53,84.42
2025-11-21,9:31:42.376420184,T,TGT,I,9,84.46
2025-11-21,9:31:42.376585493,T,TGT,I,70,84.47
2025-11-21,9:31:42.376585493,T,TGT,I,30,84.47
2025-11-21,9:31:42.376856689,T,TGT,F I,9,84.44
2025-11-21,9:31:42.376940334,T,TGT,I,38,84.47
2025-11-21,9:31:42.377406539,T,TGT,F I,51,84.45
2025-11-21,9:31:42.377409431,T,TGT,F I,44,84.45
2025-11-21,9:31:42.377680058,T,TGT,F I,3,84.46
2025-11-21,9:31:42.382985547,T,TGT,I,95,84.45
2025-11-21,9:31:42.382985547,T,TGT,I,22,84.45
2025-11-21,9:31:42.382987752,T,TGT,,100,84.45
2025-11-21,9:31:42.383186194,T,TGT,,100,84.46
2025-11-21,9:31:42.384064311,T,TGT,F,100,84.45
2025-11-21,9:31:42.384064311,T,TGT,F,100,84.45
2025-11-21,9:31:42.442857933,T,TGT,F I,2,84.44
2025-11-21,9:31:42.442857933,T,TGT,F,100,84.44
2025-11-21,9:31:42.442861169,T,TGT,F I,14,84.44
2025-11-21,9:31:42.442861169,T,TGT,F I,86,84.44
2025-11-21,9:31:42.443137105,T,TGT,,100,84.44
2025-11-21,9:31:42.443143005,T,TGT,I,10,84.45
2025-11-21,9:31:42.443389628,T,TGT,I,10,84.45
2025-11-21,9:31:42.443443767,T,TGT,,100,84.44
2025-11-21,9:31:42.443555039,T,TGT,F,100,84.44
2025-11-21,9:31:42.444559400,T,TGT,,100,84.44
2025-11-21,9:31:42.444977444,T,TGT,,100,84.44
2025-11-21,9:31:42.570502882,T,TGT,I,10,84.45
2025-11-21,9:31:42.570505468,T,TGT,I,47,84.46
2025-11-21,9:31:42.976860495,T,TGT,F,100,84.47
2025-11-21,9:31:46.079577412,T,TGT,I,15,84.47
2025-11-21,9:31:49.007111853,T,TGT,F I,10,84.41
2025-11-21,9:31:49.007174945,T,TGT,F,300,84.4
2025-11-21,9:31:49.007183967,T,TGT,I,14,84.42
2025-11-21,9:31:49.007187151,T,TGT,F I,16,84.4
2025-11-21,9:31:49.007187151,T,TGT,F I,5,84.4
2025-11-21,9:31:49.007190294,T,TGT,F I,50,84.4
2025-11-21,9:31:49.007194243,T,TGT,F I,2,84.4
2025-11-21,9:31:49.007194243,T,TGT,F I,1,84.4
2025-11-21,9:31:49.007204994,T,TGT,F I,26,84.4
2025-11-21,9:31:49.007204994,T,TGT,F I,72,84.4
2025-11-21,9:31:49.007208572,T,TGT,F I,28,84.4
2025-11-21,9:31:49.007211589,T,TGT,F I,14,84.4
2025-11-21,9:31:49.007238125,T,TGT,I,14,84.42
2025-11-21,9:31:49.007241129,T,TGT,I,72,84.42
2025-11-21,9:31:49.007362094,T,TGT,F I,14,84.42
2025-11-21,9:31:49.007362094,T,TGT,F,100,84.42
2025-11-21,9:31:49.007364437,T,TGT,F I,14,84.42
2025-11-21,9:31:49.007448575,T,TGT,I,58,84.42
2025-11-21,9:31:49.007448575,T,TGT,I,42,84.42
2025-11-21,9:31:49.007466690,T,TGT,I,30,84.42
2025-11-21,9:31:49.007469686,T,TGT,I,28,84.42
2025-11-21,9:31:49.007472785,T,TGT,I,1,84.42
2025-11-21,9:31:49.007538875,T,TGT,I,13,84.42
2025-11-21,9:31:49.007538875,T,TGT,,100,84.41
2025-11-21,9:31:49.007548426,T,TGT,I,17,84.43
2025-11-21,9:31:49.007602045,T,TGT,I,8,84.41
2025-11-21,9:31:49.007617010,T,TGT,I,14,84.43
2025-11-21,9:31:49.009364145,T,TGT,F I,70,84.43
2025-11-21,9:31:49.009478435,T,TGT,F I,70,84.44
2025-11-21,9:31:51.008298331,T,TGT,I,2,84.47
2025-11-21,9:32:00.257628651,T,TGT,I,64,84.49
2025-11-21,9:32:00.257649715,T,TGT,F I,50,84.49
2025-11-21,9:32:00.259360753,T,TGT,F I,16,84.54
2025-11-21,9:32:00.259366751,T,TGT,F I,5,84.54
2025-11-21,9:32:00.259375743,T,TGT,F I,2,84.54
2025-11-21,9:32:00.259393805,T,TGT,F I,1,84.54
2025-11-21,9:32:00.259787751,T,TGT,F I,1,84.56
2025-11-21,9:32:00.260232784,T,TGT,I,14,84.6
2025-11-21,9:32:00.261186066,T,TGT,I,70,84.59
2025-11-21,9:32:00.261225184,T,TGT,I,30,84.58
2025-11-21,9:32:00.261258470,T,TGT,I,44,84.62
2025-11-21,9:32:00.261258470,T,TGT,I,14,84.62
2025-11-21,9:32:00.261264326,T,TGT,,150,84.63
2025-11-21,9:32:00.263913783,T,TGT,F I,17,84.59
2025-11-21,9:32:00.263913783,T,TGT,F I,25,84.59
2025-11-21,9:32:00.616353616,T,TGT,F I,74,84.56
2025-11-21,9:32:00.616356547,T,TGT,F I,26,84.56
2025-11-21,9:32:00.616359268,T,TGT,F,100,84.56
2025-11-21,9:32:00.616362294,T,TGT,F,322,84.56
2025-11-21,9:32:00.616362294,T,TGT,F,112,84.56
2025-11-21,9:32:00.616365304,T,TGT,F,112,84.56
2025-11-21,9:32:00.616371311,T,TGT,F I,54,84.56
2025-11-21,9:32:00.617357643,T,TGT,I,2,84.54
2025-11-21,9:32:03.303323531,T,TGT,I,2,84.495
2025-11-21,9:32:05.618067126,T,TGT,I,50,84.46
2025-11-21,9:32:05.618071002,T,TGT,I,5,84.45
2025-11-21,9:32:05.618071002,T,TGT,,100,84.45
2025-11-21,9:32:05.618073202,T,TGT,I,2,84.45
2025-11-21,9:32:05.618076077,T,TGT,,250,84.45
2025-11-21,9:32:05.618088101,T,TGT,F I,50,84.45
2025-11-21,9:32:05.618334743,T,TGT,F I,20,84.45
2025-11-21,9:32:05.618337793,T,TGT,F I,80,84.45
2025-11-21,9:32:05.734420350,T,TGT,F,150,84.45
2025-11-21,9:32:05.734423794,T,TGT,F I,70,84.45
2025-11-21,9:32:05.734423794,T,TGT,F I,34,84.46
2025-11-21,9:32:05.734426350,T,TGT,F I,30,84.46
2025-11-21,9:32:05.734441713,T,TGT,F,150,84.46
2025-11-21,9:32:05.734441713,T,TGT,F I,58,84.46
2025-11-21,9:32:05.734444631,T,TGT,F I,12,84.46
2025-11-21,9:32:05.734444631,T,TGT,F,150,84.46
2025-11-21,9:32:05.734510501,T,TGT,,100,84.43
2025-11-21,9:32:05.734528531,T,TGT,I,1,84.445
2025-11-21,9:32:05.734916507,T,TGT,,100,84.43
2025-11-21,9:32:05.734937552,T,TGT,I,74,84.445
2025-11-21,9:32:05.734940577,T,TGT,I,26,84.43
2025-11-21,9:32:05.734982996,T,TGT,F,100,84.46
2025-11-21,9:32:05.734985680,T,TGT,F I,17,84.46
2025-11-21,9:32:05.735037597,T,TGT,I,49,84.435
2025-11-21,9:32:05.735037597,T,TGT,I,51,84.43
2025-11-21,9:32:05.735039920,T,TGT,I,49,84.43
2025-11-21,9:32:05.735043296,T,TGT,I,21,84.43
2025-11-21,9:32:05.735046265,T,TGT,I,17,84.43
2025-11-21,9:32:05.735046265,T,TGT,I,13,84.43
2025-11-21,9:32:05.735085165,T,TGT,I,13,84.43
2025-11-21,9:32:05.735085165,T,TGT,I,89,84.43
2025-11-21,9:32:05.735087849,T,TGT,I,11,84.43
2025-11-21,9:32:05.735090930,T,TGT,F I,4,84.46
2025-11-21,9:32:05.735119151,T,TGT,I,17,84.41
2025-11-21,9:32:05.735124086,T,TGT,,100,84.41
2025-11-21,9:32:05.735127402,T,TGT,I,27,84.41
2025-11-21,9:32:05.735130062,T,TGT,I,21,84.44
2025-11-21,9:32:05.735130062,T,TGT,I,17,84.45
2025-11-21,9:32:05.735133495,T,TGT,F I,13,84.46
2025-11-21,9:32:05.735133495,T,TGT,F I,9,84.46
2025-11-21,9:32:05.735136917,T,TGT,F I,9,84.45
2025-11-21,9:32:05.735136917,T,TGT,F I,4,84.46
2025-11-21,9:32:05.735142398,T,TGT,I,28,84.45
2025-11-21,9:32:05.735142398,T,TGT,F I,17,84.43
2025-11-21,9:32:05.735151175,T,TGT,F I,55,84.43
2025-11-21,9:32:05.735151175,T,TGT,F I,21,84.44
2025-11-21,9:32:05.735154308,T,TGT,F I,7,84.445
2025-11-21,9:32:05.735157142,T,TGT,F I,17,84.445
2025-11-21,9:32:05.735187168,T,TGT,,100,84.43
2025-11-21,9:32:05.735208169,T,TGT,F I,2,84.46
2025-11-21,9:32:05.735274458,T,TGT,,100,84.44
2025-11-21,9:32:05.735278140,T,TGT,I,25,84.44
2025-11-21,9:32:05.735278140,T,TGT,I,9,84.44
2025-11-21,9:32:05.735281209,T,TGT,I,12,84.44
2025-11-21,9:32:05.735337468,T,TGT,I,12,84.44
2025-11-21,9:32:05.735391654,T,TGT,I,5,84.44
2025-11-21,9:32:05.735394676,T,TGT,,100,84.44
2025-11-21,9:32:05.735394676,T,TGT,I,4,84.44
2025-11-21,9:32:05.735503363,T,TGT,I,2,84.44
