DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-10-02,9:30:00.909585573,T,IBM,I,3,286.11
2025-10-02,9:30:00.909585573,T,IBM,I,2,286.11
2025-10-02,9:30:00.909588534,T,IBM,I,17,286.21
2025-10-02,9:30:00.909624612,T,IBM,Q,3,286.11
2025-10-02,9:30:01.090631515,T,IBM,I,5,286.3
2025-10-02,9:30:01.110391559,T,IBM,I,10,286.3
2025-10-02,9:30:01.137080297,T,IBM,,100,286.185
2025-10-02,9:30:01.137083866,T,IBM,I,27,286.33
2025-10-02,9:30:01.142871959,T,IBM,F,100,286.245
2025-10-02,9:30:01.196077728,T,IBM,I,85,286.3
2025-10-02,9:30:01.196077728,T,IBM,I,7,286.33
2025-10-02,9:30:01.271542187,T,IBM,F I,37,286.18
2025-10-02,9:30:01.286325460,T,IBM,F I,3,286.32
2025-10-02,9:30:01.286418736,T,IBM,,100,286.18
2025-10-02,9:30:01.286418736,T,IBM,I,42,286.32
2025-10-02,9:30:01.287056237,T,IBM,I,90,286.36
2025-10-02,9:30:01.287059193,T,IBM,I,2,286.36
2025-10-02,9:30:01.287107324,T,IBM,,100,286.245
2025-10-02,9:30:01.287149375,T,IBM,,100,286.22
2025-10-02,9:30:01.319371131,T,IBM,I,10,286.22
2025-10-02,9:30:01.785898991,T,IBM,F,100,286.21
2025-10-02,9:30:01.785901830,T,IBM,F I,3,286.16
2025-10-02,9:30:01.925785889,T,IBM,F I,37,286.15
2025-10-02,9:30:02.071031748,T,IBM,F I,19,286.09
2025-10-02,9:30:02.500210355,T,IBM,I,5,286.02
2025-10-02,9:30:02.500213384,T,IBM,I,5,286.01
2025-10-02,9:30:02.500216629,T,IBM,I,4,286.0
2025-10-02,9:30:02.500216629,T,IBM,I,5,286.0
2025-10-02,9:30:02.500468970,T,IBM,I,10,286.0
2025-10-02,9:30:03.369162112,T,IBM,I,5,285.94
2025-10-02,9:30:03.369162112,T,IBM,I,5,286.03
2025-10-02,9:30:10.324961451,T,IBM,F I,5,285.93
2025-10-02,9:30:10.324964380,T,IBM,F I,5,285.93
2025-10-02,9:30:12.632095968,T,IBM,F I,5,285.95
2025-10-02,9:30:15.302615450,T,IBM,,100,285.835
2025-10-02,9:30:32.616354426,T,IBM,I,10,285.835
2025-10-02,9:30:55.967759199,T,IBM,F I,1,285.51
2025-10-02,9:30:55.968128859,T,IBM,F I,2,285.51
2025-10-02,9:30:55.968155918,T,IBM,F I,34,285.57
2025-10-02,9:30:55.968339446,T,IBM,F I,1,285.5
2025-10-02,9:30:55.968339446,T,IBM,F I,1,285.5
2025-10-02,9:30:55.968498766,T,IBM,F,100,285.46
2025-10-02,9:30:55.968498766,T,IBM,F,100,285.45
2025-10-02,9:30:55.968516759,T,IBM,I,1,285.45
2025-10-02,9:30:55.968537855,T,IBM,I,58,285.45
2025-10-02,9:30:55.968561892,T,IBM,F I,41,285.45
2025-10-02,9:30:55.982990473,T,IBM,I,10,285.37
2025-10-02,9:30:55.982990473,T,IBM,I,10,285.36
2025-10-02,9:30:55.982993273,T,IBM,I,10,285.36
2025-10-02,9:31:03.094488277,T,IBM,F I,5,285.37
2025-10-02,9:31:06.845161285,T,IBM,I,4,285.2
2025-10-02,9:31:06.920568766,T,IBM,F I,5,285.22
