DATE,TIME_M,EX,SYM_ROOT,TR_SCOND,SIZE,PRICE
2025-10-20,9:31:06.960320173,T,IBM,,100,281.88
2025-10-20,9:31:06.960323231,T,IBM,Q,100,281.88
2025-10-20,9:31:06.960915639,T,IBM,I,20,281.85
2025-10-20,9:31:06.960945659,T,IBM,I,20,281.85
2025-10-20,9:31:06.962440206,T,IBM,F,100,281.81
2025-10-20,9:31:06.962443319,T,IBM,F I,10,281.8
2025-10-20,9:31:06.962464318,T,IBM,I,20,281.8
2025-10-20,9:31:06.962566560,T,IBM,F I,73,281.8
2025-10-20,9:31:06.962566560,T,IBM,F I,9,281.8
2025-10-20,9:31:06.962590768,T,IBM,I,1,281.8
2025-10-20,9:31:06.962650760,T,IBM,I,1,281.8
2025-10-20,9:31:06.962786421,T,IBM,I,81,281.8
2025-10-20,9:31:06.962798093,T,IBM,I,8,281.8
2025-10-20,9:31:06.963068751,T,IBM,,100,281.79
2025-10-20,9:31:06.963522897,T,IBM,F,100,281.7
2025-10-20,9:31:06.963552961,T,IBM,,100,281.7
2025-10-20,9:31:06.995275446,T,IBM,,100,281.695
2025-10-20,9:31:07.001407045,T,IBM,,100,281.695
2025-10-20,9:31:07.043634009,T,IBM,F I,10,281.695
2025-10-20,9:31:07.043636612,T,IBM,F I,5,281.695
2025-10-20,9:31:07.099895008,T,IBM,F I,20,281.51
2025-10-20,9:31:07.099895008,T,IBM,F I,20,281.5
2025-10-20,9:31:07.099901357,T,IBM,F,200,281.5
2025-10-20,9:31:07.099901357,T,IBM,F,200,281.5
2025-10-20,9:31:07.099903636,T,IBM,F,200,281.5
2025-10-20,9:31:07.099903636,T,IBM,F,100,281.5
2025-10-20,9:31:07.099906536,T,IBM,F,180,281.5
2025-10-20,9:31:07.099958009,T,IBM,F I,20,281.5
2025-10-20,9:31:08.067565123,T,IBM,F,100,281.53
2025-10-20,9:31:23.253143640,T,IBM,F I,1,281.67
2025-10-20,9:31:25.231048241,T,IBM,F,100,281.6
2025-10-20,9:31:28.454927097,T,IBM,F I,82,281.45
2025-10-20,9:31:28.454930160,T,IBM,F,206,281.45
2025-10-20,9:31:28.454966701,T,IBM,F I,11,281.4
2025-10-20,9:31:28.454969228,T,IBM,F I,5,281.38
2025-10-20,9:31:28.455739122,T,IBM,I,3,281.3
2025-10-20,9:31:28.455802304,T,IBM,I,2,281.28
2025-10-20,9:31:28.455805176,T,IBM,I,6,281.28
2025-10-20,9:31:28.455805176,T,IBM,I,1,281.28
2025-10-20,9:31:28.456541961,T,IBM,F I,50,281.17
2025-10-20,9:31:28.456566166,T,IBM,F I,70,281.17
2025-10-20,9:31:28.456566166,T,IBM,F I,60,281.17
2025-10-20,9:31:28.456638168,T,IBM,F I,1,281.17
2025-10-20,9:31:28.456773563,T,IBM,I,19,281.17
2025-10-20,9:31:28.457938283,T,IBM,I,12,281.05
2025-10-20,9:31:28.458229155,T,IBM,F I,1,281.0
2025-10-20,9:31:28.458502664,T,IBM,I,9,281.15
2025-10-20,9:31:28.458725232,T,IBM,I,4,280.96
2025-10-20,9:31:28.469262386,T,IBM,I,12,280.97
2025-10-20,9:31:28.469265256,T,IBM,I,37,280.99
2025-10-20,9:31:28.470432074,T,IBM,F,100,280.96
2025-10-20,9:31:28.472897912,T,IBM,I,12,281.18
2025-10-20,9:31:28.472900992,T,IBM,I,11,281.21
2025-10-20,9:31:37.747751962,T,IBM,F I,1,281.155
2025-10-20,9:31:39.271864341,T,IBM,F I,12,281.13
2025-10-20,9:31:39.272107962,T,IBM,F I,12,281.1
2025-10-20,9:31:42.073051017,T,IBM,F I,1,281.2
2025-10-20,9:31:42.312228419,T,IBM,F,150,281.365
2025-10-20,9:31:49.330552430,T,IBM,F I,20,281.32
2025-10-20,9:31:50.243540981,T,IBM,I,1,281.21
2025-10-20,9:31:50.243540981,T,IBM,I,1,281.21
2025-10-20,9:31:55.475630767,T,IBM,F I,37,281.55
2025-10-20,9:31:55.475633748,T,IBM,F I,34,281.55
2025-10-20,9:32:00.215971814,T,IBM,F,100,281.6
2025-10-20,9:32:01.343905988,T,IBM,I,67,281.67
2025-10-20,9:32:08.591068856,T,IBM,F I,20,281.72
2025-10-20,9:32:08.591072051,T,IBM,F,100,281.72
2025-10-20,9:32:08.591072051,T,IBM,F I,1,281.73
2025-10-20,9:32:08.591074980,T,IBM,F I,39,281.73
2025-10-20,9:32:08.591090376,T,IBM,I,1,281.73
2025-10-20,9:32:08.591096258,T,IBM,F,160,281.73
2025-10-20,9:32:08.591096258,T,IBM,F I,2,281.73
2025-10-20,9:32:08.591096258,T,IBM,F I,4,281.73
2025-10-20,9:32:08.591962016,T,IBM,F I,1,281.9
2025-10-20,9:32:08.592398049,T,IBM,F I,83,281.94
2025-10-20,9:32:08.614088751,T,IBM,F I,88,281.99
2025-10-20,9:32:08.614148907,T,IBM,F I,12,281.99
2025-10-20,9:32:08.614148907,T,IBM,F I,43,282.0
2025-10-20,9:32:08.614221001,T,IBM,F I,45,282.0
2025-10-20,9:32:08.614753320,T,IBM,F I,1,282.01
2025-10-20,9:32:08.614798360,T,IBM,F I,1,281.99
2025-10-20,9:32:08.627028570,T,IBM,F I,1,282.08
2025-10-20,9:32:08.627076628,T,IBM,F I,8,282.12
2025-10-20,9:32:08.628066029,T,IBM,F I,10,282.12
2025-10-20,9:32:22.480459585,T,IBM,I,6,282.31
2025-10-20,9:32:28.826025095,T,IBM,I,6,282.32
2025-10-20,9:32:34.359949400,T,IBM,I,3,282.45
2025-10-20,9:32:34.359952426,T,IBM,I,5,282.45
2025-10-20,9:32:34.386523730,T,IBM,,100,282.46
2025-10-20,9:32:34.386986759,T,IBM,I,50,282.5
2025-10-20,9:32:34.950113411,T,IBM,F,100,282.37
2025-10-20,9:32:38.950362579,T,IBM,I,20,282.49
2025-10-20,9:32:44.510692722,T,IBM,I,20,282.59
2025-10-20,9:32:46.495730355,T,IBM,I,7,282.6
2025-10-20,9:32:46.496148395,T,IBM,I,13,282.6
2025-10-20,9:33:07.364842254,T,IBM,F I,2,282.8
2025-10-20,9:33:07.364845170,T,IBM,F I,2,282.8
2025-10-20,9:33:14.447510479,T,IBM,F I,25,282.88
2025-10-20,9:33:14.447552585,T,IBM,F I,1,282.88
2025-10-20,9:33:14.447576704,T,IBM,F I,74,282.88
2025-10-20,9:33:14.447582657,T,IBM,F I,25,282.9
2025-10-20,9:33:14.447630780,T,IBM,F I,65,282.96
2025-10-20,9:33:14.454911123,T,IBM,I,41,283.0
2025-10-20,9:33:14.454932167,T,IBM,I,1,283.0
2025-10-20,9:33:20.319878565,T,IBM,F,100,282.71
2025-10-20,9:33:20.319878565,T,IBM,F I,29,282.7
2025-10-20,9:33:45.687273189,T,IBM,I,20,282.52
2025-10-20,9:33:45.687273189,T,IBM,I,16,282.51
2025-10-20,9:33:45.687294348,T,IBM,F I,24,282.51
2025-10-20,9:33:45.687297298,T,IBM,F I,71,282.51
2025-10-20,9:33:46.060356317,T,IBM,I,22,282.375
2025-10-20,9:33:46.563908115,T,IBM,I,51,282.26
2025-10-20,9:33:46.564554686,T,IBM,F I,49,282.26
2025-10-20,9:33:46.759842574,T,IBM,F I,51,282.25
2025-10-20,9:34:06.347967904,T,IBM,I,5,281.81
2025-10-20,9:34:06.439915212,T,IBM,I,12,281.86
2025-10-20,9:34:06.439915212,T,IBM,I,12,281.89
2025-10-20,9:34:06.439915212,T,IBM,I,76,281.9
2025-10-20,9:34:26.724877127,T,IBM,,100,281.98
2025-10-20,9:34:27.603400546,T,IBM,I,37,281.91
2025-10-20,9:34:27.603400546,T,IBM,I,12,281.9
2025-10-20,9:34:29.689557031,T,IBM,F I,2,281.99
2025-10-20,9:34:29.689629278,T,IBM,F I,2,282.0
2025-10-20,9:34:40.272353978,T,IBM,I,10,281.93
2025-10-20,9:34:40.389389572,T,IBM,I,10,281.93
2025-10-20,9:34:41.697738166,T,IBM,I,6,281.98
2025-10-20,9:34:41.698384732,T,IBM,I,10,282.0
2025-10-20,9:34:54.808295841,T,IBM,I,16,281.82
2025-10-20,9:34:55.156897639,T,IBM,F,100,281.54
2025-10-20,9:34:55.156945829,T,IBM,I,90,281.54
2025-10-20,9:34:55.156951783,T,IBM,I,10,281.54
2025-10-20,9:34:55.157457029,T,IBM,F I,40,281.54
2025-10-20,9:34:55.157463012,T,IBM,F I,60,281.54
2025-10-20,9:34:55.158443315,T,IBM,F I,12,281.58
2025-10-20,9:34:55.158786155,T,IBM,F,100,281.58
2025-10-20,9:34:56.197347626,T,IBM,I,12,281.58
2025-10-20,9:34:56.197347626,T,IBM,I,13,281.56
2025-10-20,9:35:00.134945556,T,IBM,I,9,281.78
2025-10-20,9:35:00.223629698,T,IBM,I,7,281.82
2025-10-20,9:35:00.325286688,T,IBM,I,9,281.83
2025-10-20,9:35:13.787609614,T,IBM,I,10,281.765
2025-10-20,9:35:17.135693102,T,IBM,F I,4,281.88
2025-10-20,9:35:36.767861214,T,IBM,I,5,281.69
2025-10-20,9:35:42.385769420,T,IBM,F I,4,281.97
2025-10-20,9:35:42.385772473,T,IBM,F I,2,281.97
2025-10-20,9:35:59.942258193,T,IBM,F,100,282.17
2025-10-20,9:36:02.316879319,T,IBM,F I,4,282.38
2025-10-20,9:36:02.316969466,T,IBM,F I,1,282.4
2025-10-20,9:36:07.411809507,T,IBM,F I,3,282.5
2025-10-20,9:36:07.412236487,T,IBM,F,100,282.46
2025-10-20,9:36:07.415757849,T,IBM,F,100,282.46
2025-10-20,9:36:07.461995964,T,IBM,I,43,282.495
2025-10-20,9:36:30.197326719,T,IBM,I,2,282.5
2025-10-20,9:36:30.197356887,T,IBM,F,100,282.5
2025-10-20,9:36:30.197543316,T,IBM,I,30,282.6
2025-10-20,9:36:30.198102611,T,IBM,I,2,282.54
2025-10-20,9:36:30.198673991,T,IBM,I,25,282.54
2025-10-20,9:36:30.200138393,T,IBM,I,25,282.54
2025-10-20,9:36:30.200267770,T,IBM,I,25,282.54
2025-10-20,9:36:32.520423234,T,IBM,F I,2,282.7
2025-10-20,9:36:32.520450692,T,IBM,F I,13,282.7
2025-10-20,9:36:32.520453325,T,IBM,F I,6,282.7
2025-10-20,9:36:36.935366499,T,IBM,I,7,282.83
2025-10-20,9:36:36.935366499,T,IBM,I,2,282.83
2025-10-20,9:36:49.959957711,T,IBM,,100,282.97
2025-10-20,9:36:49.959957711,T,IBM,I,8,283.0
2025-10-20,9:36:49.959960737,T,IBM,I,2,283.0
2025-10-20,9:36:49.959963725,T,IBM,I,1,283.0
2025-10-20,9:36:49.960336855,T,IBM,I,9,283.0
2025-10-20,9:36:49.960336855,T,IBM,I,88,283.0
2025-10-20,9:36:49.960339611,T,IBM,I,3,283.0
2025-10-20,9:36:49.960381744,T,IBM,F I,58,283.01
2025-10-20,9:36:49.961244771,T,IBM,I,1,283.2
2025-10-20,9:36:49.961356014,T,IBM,F I,18,283.26
2025-10-20,9:36:49.961924334,T,IBM,F,100,283.3
2025-10-20,9:36:49.962468666,T,IBM,F,100,283.3
2025-10-20,9:36:49.962474666,T,IBM,I,88,283.31
2025-10-20,9:36:50.169379227,T,IBM,I,15,283.22
2025-10-20,9:36:50.858536512,T,IBM,F I,15,283.27
2025-10-20,9:36:50.858539222,T,IBM,F I,6,283.32
2025-10-20,9:36:50.858541825,T,IBM,F I,12,283.32
2025-10-20,9:36:53.163619435,T,IBM,I,1,283.26
2025-10-20,9:36:53.163622411,T,IBM,I,1,283.26
2025-10-20,9:36:53.163790797,T,IBM,,200,283.27
2025-10-20,9:36:53.163817830,T,IBM,I,10,283.32
2025-10-20,9:36:58.722903015,T,IBM,I,7,283.42
2025-10-20,9:36:58.723570610,T,IBM,F I,5,283.44
2025-10-20,9:36:58.724220191,T,IBM,F I,50,283.5
2025-10-20,9:36:58.736729952,T,IBM,,100,283.45
2025-10-20,9:37:00.156103000,T,IBM,F I,12,283.46
2025-10-20,9:37:00.156105920,T,IBM,F I,88,283.46
2025-10-20,9:37:00.156124665,T,IBM,F I,8,283.49
